team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
HOUSTON ROCKETS,240,41,78,8,16,12,13,11,37,24,8,10,17,17,away,win,102.0,LOS ANGELES CLIPPERS,79.0
LOS ANGELES CLIPPERS,240,28,79,2,5,21,28,14,25,16,11,2,13,16,home,loss,79.0,HOUSTON ROCKETS,102.0
CLEVELAND CAVALIERS,240,29,72,1,3,15,21,10,31,17,6,7,18,30,away,loss,74.0,MEMPHIS GRIZZLIES,92.0
MEMPHIS GRIZZLIES,240,30,75,7,13,25,35,16,33,25,11,2,15,18,home,win,92.0,CLEVELAND CAVALIERS,74.0
BOSTON CELTICS,240,35,77,8,25,23,28,10,30,16,3,3,15,29,away,loss,101.0,MIAMI HEAT,104.0
MIAMI HEAT,240,31,74,5,17,37,43,11,29,24,8,5,12,24,home,win,104.0,BOSTON CELTICS,101.0
WASHINGTON WIZARDS,240,34,84,12,26,27,38,18,23,21,7,3,13,31,away,loss,107.0,MILWAUKEE BUCKS,116.0
MILWAUKEE BUCKS,240,42,84,1,10,31,35,16,36,31,4,4,13,23,home,win,116.0,WASHINGTON WIZARDS,107.0
CHICAGO BULLS,240,28,79,7,23,19,25,10,29,15,7,3,13,22,away,loss,82.0,NEW YORK KNICKS,96.0
NEW YORK KNICKS,240,34,75,3,9,25,30,11,38,24,8,8,16,22,home,win,96.0,CHICAGO BULLS,82.0
DENVER NUGGETS,240,42,92,8,15,19,22,20,29,20,11,6,18,28,away,win,111.0,PHOENIX SUNS,96.0
PHOENIX SUNS,240,31,71,6,13,28,39,9,32,20,11,4,23,24,home,loss,96.0,DENVER NUGGETS,111.0
GOLDEN STATE WARRIORS,240,35,90,6,18,5,6,16,33,19,3,1,14,18,away,loss,81.0,PORTLAND TRAIL BLAZERS,87.0
PORTLAND TRAIL BLAZERS,240,34,72,4,9,15,18,4,32,21,9,12,8,12,home,win,87.0,GOLDEN STATE WARRIORS,81.0
SEATTLE SUPERSONICS,240,27,76,4,14,17,20,12,22,12,11,4,15,19,away,loss,75.0,SAN ANTONIO SPURS,96.0
SAN ANTONIO SPURS,240,41,77,4,12,10,11,10,36,20,6,8,16,19,home,win,96.0,SEATTLE SUPERSONICS,75.0
INDIANA PACERS,240,34,73,2,13,24,27,11,34,18,4,6,15,22,away,win,94.0,TORONTO RAPTORS,90.0
TORONTO RAPTORS,240,36,84,8,17,10,13,9,24,18,7,3,10,26,home,loss,90.0,INDIANA PACERS,94.0
