team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
TORONTO RAPTORS,240,27,77,4,18,31,39,14,23,19,10,2,13,21,away,loss,89.0,CHICAGO BULLS,96.0
CHICAGO BULLS,240,35,67,6,10,20,26,7,33,24,7,2,21,28,home,win,96.0,TORONTO RAPTORS,89.0
SACRAMENTO KINGS,240,40,96,9,26,10,11,12,37,22,10,5,16,17,away,loss,99.0,DALLAS MAVERICKS,108.0
DALLAS MAVERICKS,240,44,94,7,16,13,15,13,37,29,13,9,14,18,home,win,108.0,SACRAMENTO KINGS,99.0
ATLANTA HAWKS,240,35,75,7,17,14,16,10,25,23,11,7,15,28,away,win,91.0,DETROIT PISTONS,82.0
DETROIT PISTONS,240,30,70,1,12,21,30,12,26,18,7,9,16,20,home,loss,82.0,ATLANTA HAWKS,91.0
DENVER NUGGETS,240,35,79,1,4,17,22,11,27,18,11,4,16,27,away,loss,88.0,MEMPHIS GRIZZLIES,106.0
MEMPHIS GRIZZLIES,240,41,74,4,12,20,28,10,28,30,6,9,18,24,home,win,106.0,DENVER NUGGETS,88.0
PHOENIX SUNS,240,36,85,7,19,16,20,9,31,24,4,1,9,22,away,loss,95.0,MINNESOTA TIMBERWOLVES,99.0
MINNESOTA TIMBERWOLVES,240,36,82,6,14,21,28,11,35,26,5,6,10,17,home,win,99.0,PHOENIX SUNS,95.0
BOSTON CELTICS,240,31,87,4,23,25,31,10,22,18,18,1,17,28,away,loss,91.0,NEW JERSEY NETS,110.0
NEW JERSEY NETS,240,37,74,5,12,31,40,14,41,28,9,5,29,24,home,win,110.0,BOSTON CELTICS,91.0
HOUSTON ROCKETS,240,38,77,5,14,18,20,9,34,22,4,5,10,21,away,win,99.0,ORLANDO MAGIC,87.0
ORLANDO MAGIC,240,29,76,9,15,20,25,9,26,19,2,2,10,18,home,loss,87.0,HOUSTON ROCKETS,99.0
