team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
DALLAS MAVERICKS,240,45,95,4,14,20,22,18,35,26,9,8,7,17,2004-02-18,away,win,114.0,CLEVELAND CAVALIERS,98.0,0.32142857142857145,0.2222222222222222,53
CLEVELAND CAVALIERS,240,39,84,2,9,18,21,9,31,26,2,8,12,16,2004-02-18,home,loss,98.0,DALLAS MAVERICKS,114.0,0.3170731707317073,0.18181818181818182,40
MILWAUKEE BUCKS,240,31,88,6,14,30,39,24,38,19,4,7,20,34,2004-02-18,away,loss,98.0,DETROIT PISTONS,102.0,0.2605042016806723,0.3,62
DETROIT PISTONS,240,37,87,5,16,23,40,14,32,22,11,14,10,29,2004-02-18,home,win,102.0,MILWAUKEE BUCKS,98.0,0.29838709677419356,0.23809523809523808,46
LOS ANGELES LAKERS,240,38,78,4,10,20,35,22,27,23,8,6,13,25,2004-02-18,away,win,100.0,GOLDEN STATE WARRIORS,99.0,0.3275862068965517,0.2857142857142857,49
GOLDEN STATE WARRIORS,240,39,80,5,14,16,24,12,26,17,4,3,10,24,2004-02-18,home,loss,99.0,LOS ANGELES LAKERS,100.0,0.3277310924369748,0.2631578947368421,38
ATLANTA HAWKS,240,35,92,12,26,10,12,21,27,20,9,9,13,23,2004-02-18,away,loss,92.0,NEW JERSEY NETS,98.0,0.2755905511811024,0.3157894736842105,48
NEW JERSEY NETS,240,34,82,6,13,24,29,16,35,24,9,6,11,15,2004-02-18,home,win,98.0,ATLANTA HAWKS,92.0,0.29310344827586204,0.3157894736842105,51
WASHINGTON WIZARDS,240,39,88,6,14,14,18,15,25,21,6,2,15,16,2004-02-18,away,loss,98.0,NEW ORLEANS HORNETS,120.0,0.30708661417322836,0.3,40
NEW ORLEANS HORNETS,240,48,87,10,19,14,16,11,30,29,11,5,15,19,2004-02-18,home,win,120.0,WASHINGTON WIZARDS,98.0,0.35555555555555557,0.3448275862068966,41
UTAH JAZZ,240,32,85,2,11,11,20,21,25,19,7,3,13,24,2004-02-18,away,loss,77.0,ORLANDO MAGIC,90.0,0.27350427350427353,0.15384615384615385,46
ORLANDO MAGIC,240,31,69,5,15,23,27,10,30,19,7,7,11,24,2004-02-18,home,win,90.0,UTAH JAZZ,77.0,0.31,0.25,40
LOS ANGELES CLIPPERS,240,28,75,7,15,23,25,19,22,17,6,7,18,21,2004-02-18,away,loss,86.0,PORTLAND TRAIL BLAZERS,101.0,0.27184466019417475,0.3181818181818182,41
PORTLAND TRAIL BLAZERS,240,39,82,8,16,15,20,20,23,29,11,7,15,19,2004-02-18,home,win,101.0,LOS ANGELES CLIPPERS,86.0,0.32231404958677684,0.3333333333333333,43
SAN ANTONIO SPURS,240,30,81,5,9,21,31,22,36,11,6,8,19,14,2004-02-18,away,win,86.0,TORONTO RAPTORS,82.0,0.2702702702702703,0.35714285714285715,58
TORONTO RAPTORS,240,30,79,6,16,16,20,8,31,17,14,6,11,26,2004-02-18,home,loss,82.0,SAN ANTONIO SPURS,86.0,0.27522935779816515,0.2727272727272727,39
