team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
GOLDEN STATE WARRIORS,240,36,79,14,26,20,31,9,29,23,9,8,21,24,away,loss,106.0,BOSTON CELTICS,111.0
BOSTON CELTICS,240,40,76,5,15,26,38,5,35,24,13,2,18,24,home,win,111.0,GOLDEN STATE WARRIORS,106.0
LOS ANGELES CLIPPERS,265,35,95,4,9,36,43,17,43,21,6,5,14,23,away,loss,110.0,CHICAGO BULLS,114.0
CHICAGO BULLS,265,43,104,8,17,20,25,16,40,31,8,7,9,31,home,win,114.0,LOS ANGELES CLIPPERS,110.0
HOUSTON ROCKETS,240,40,81,6,19,14,24,11,33,22,7,3,20,22,away,loss,100.0,DENVER NUGGETS,110.0
DENVER NUGGETS,240,40,82,6,14,24,33,11,32,33,9,4,13,23,home,win,110.0,HOUSTON ROCKETS,100.0
MIAMI HEAT,240,32,82,8,24,12,18,11,34,19,6,6,11,27,away,loss,84.0,DETROIT PISTONS,92.0
DETROIT PISTONS,240,32,80,7,14,21,26,9,32,20,5,11,11,23,home,win,92.0,MIAMI HEAT,84.0
TORONTO RAPTORS,240,26,75,1,11,11,13,9,29,15,6,5,12,19,away,loss,64.0,INDIANA PACERS,84.0
INDIANA PACERS,240,30,77,1,10,23,26,16,36,17,7,2,14,18,home,win,84.0,TORONTO RAPTORS,64.0
PHOENIX SUNS,240,40,83,5,10,14,17,7,34,24,9,6,16,22,away,loss,99.0,MEMPHIS GRIZZLIES,109.0
MEMPHIS GRIZZLIES,240,40,80,8,14,21,30,9,34,31,10,7,13,20,home,win,109.0,PHOENIX SUNS,99.0
CLEVELAND CAVALIERS,240,39,76,2,6,9,13,7,32,26,9,3,19,25,away,loss,89.0,MILWAUKEE BUCKS,107.0
MILWAUKEE BUCKS,240,38,80,6,13,25,32,10,27,23,12,3,11,11,home,win,107.0,CLEVELAND CAVALIERS,89.0
WASHINGTON WIZARDS,240,26,79,4,18,17,22,19,28,15,4,6,17,15,away,loss,73.0,MINNESOTA TIMBERWOLVES,91.0
MINNESOTA TIMBERWOLVES,240,39,89,5,18,8,9,17,29,29,9,5,9,18,home,win,91.0,WASHINGTON WIZARDS,73.0
NEW YORK KNICKS,240,30,75,2,13,21,27,14,14,15,11,4,13,25,away,loss,83.0,NEW JERSEY NETS,108.0
NEW JERSEY NETS,240,42,70,7,13,17,20,10,26,32,8,5,16,22,home,win,108.0,NEW YORK KNICKS,83.0
ATLANTA HAWKS,240,31,73,7,21,26,36,9,28,15,11,3,11,24,away,win,95.0,ORLANDO MAGIC,87.0
ORLANDO MAGIC,240,31,82,6,16,19,25,16,31,15,8,1,14,26,home,loss,87.0,ATLANTA HAWKS,95.0
LOS ANGELES LAKERS,240,39,70,9,14,10,12,8,25,25,10,3,17,13,away,win,97.0,SEATTLE SUPERSONICS,86.0
SEATTLE SUPERSONICS,240,34,76,7,20,11,14,16,19,24,9,1,17,21,home,loss,86.0,LOS ANGELES LAKERS,97.0
SAN ANTONIO SPURS,240,30,70,5,14,29,37,12,24,15,6,5,9,19,away,win,94.0,UTAH JAZZ,81.0
UTAH JAZZ,240,30,65,3,4,18,21,7,25,19,4,3,16,28,home,loss,81.0,SAN ANTONIO SPURS,94.0
