team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
BOSTON CELTICS,240,30,77,9,27,19,23,7,25,20,11,3,14,22,away,loss,88.0,ATLANTA HAWKS,93.0
ATLANTA HAWKS,240,35,75,5,13,18,25,10,38,24,8,5,21,21,home,win,93.0,BOSTON CELTICS,88.0
NEW ORLEANS HORNETS,240,34,84,4,19,14,16,13,27,24,10,5,15,27,away,loss,86.0,CLEVELAND CAVALIERS,97.0
CLEVELAND CAVALIERS,240,30,83,4,19,33,38,18,33,19,8,8,13,15,home,win,97.0,NEW ORLEANS HORNETS,86.0
LOS ANGELES LAKERS,240,39,77,8,18,12,25,8,29,27,7,4,16,25,away,loss,98.0,GOLDEN STATE WARRIORS,107.0
GOLDEN STATE WARRIORS,240,37,77,4,14,29,35,10,32,20,7,1,10,22,home,win,107.0,LOS ANGELES LAKERS,98.0
INDIANA PACERS,240,28,74,3,11,20,24,11,36,20,8,2,10,23,away,win,79.0,HOUSTON ROCKETS,71.0
HOUSTON ROCKETS,240,25,71,4,17,17,27,13,36,15,6,7,14,20,home,loss,71.0,INDIANA PACERS,79.0
WASHINGTON WIZARDS,240,29,79,5,15,9,11,10,31,16,6,5,16,17,away,loss,72.0,MIAMI HEAT,79.0
MIAMI HEAT,240,31,76,5,20,12,14,9,34,19,7,10,14,9,home,win,79.0,WASHINGTON WIZARDS,72.0
DETROIT PISTONS,240,31,86,4,14,12,18,22,31,16,6,4,11,20,away,loss,78.0,MILWAUKEE BUCKS,83.0
MILWAUKEE BUCKS,240,32,79,4,11,15,24,16,34,18,4,5,9,19,home,win,83.0,DETROIT PISTONS,78.0
CHICAGO BULLS,240,29,78,3,14,17,20,8,27,20,10,5,15,17,away,loss,78.0,NEW JERSEY NETS,95.0
NEW JERSEY NETS,240,38,78,6,16,13,16,7,34,25,8,4,13,17,home,win,95.0,CHICAGO BULLS,78.0
MINNESOTA TIMBERWOLVES,240,35,74,2,3,26,33,8,27,15,10,1,7,22,away,win,98.0,NEW YORK KNICKS,92.0
NEW YORK KNICKS,240,32,80,6,18,22,23,19,28,23,5,5,13,24,home,loss,92.0,MINNESOTA TIMBERWOLVES,98.0
DALLAS MAVERICKS,240,33,77,4,16,18,20,15,23,20,3,2,15,21,away,loss,88.0,PORTLAND TRAIL BLAZERS,97.0
PORTLAND TRAIL BLAZERS,240,40,76,4,14,13,21,10,28,29,10,3,11,22,home,win,97.0,DALLAS MAVERICKS,88.0
MEMPHIS GRIZZLIES,240,37,85,6,18,17,22,14,28,24,10,7,18,29,away,loss,97.0,SACRAMENTO KINGS,114.0
SACRAMENTO KINGS,240,37,76,9,22,31,40,14,30,23,11,8,18,20,home,win,114.0,MEMPHIS GRIZZLIES,97.0
LOS ANGELES CLIPPERS,240,36,78,3,8,15,19,11,31,18,8,4,25,17,away,loss,90.0,SAN ANTONIO SPURS,111.0
SAN ANTONIO SPURS,240,47,84,7,15,10,18,8,30,32,14,9,13,16,home,win,111.0,LOS ANGELES CLIPPERS,90.0
PHOENIX SUNS,240,36,84,6,17,12,15,10,26,19,7,5,16,21,away,loss,90.0,SEATTLE SUPERSONICS,116.0
SEATTLE SUPERSONICS,240,46,82,11,20,13,17,7,32,27,10,10,14,14,home,win,116.0,PHOENIX SUNS,90.0
