team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
PHILADELPHIA 76ERS,240,24,89,7,21,10,16,20,23,16,5,7,19,12,away,loss,65.0,BOSTON CELTICS,89.0
BOSTON CELTICS,240,37,77,6,20,9,13,11,35,24,8,10,17,17,home,win,89.0,PHILADELPHIA 76ERS,65.0
LOS ANGELES CLIPPERS,240,30,73,1,4,16,27,11,29,18,6,1,20,19,away,loss,77.0,GOLDEN STATE WARRIORS,105.0
GOLDEN STATE WARRIORS,240,42,89,8,23,13,24,19,34,27,13,5,11,22,home,win,105.0,LOS ANGELES CLIPPERS,77.0
MIAMI HEAT,240,30,77,7,16,13,17,10,33,22,5,8,14,30,away,loss,80.0,INDIANA PACERS,87.0
INDIANA PACERS,240,24,68,5,15,34,43,11,36,19,9,6,14,19,home,win,87.0,MIAMI HEAT,80.0
UTAH JAZZ,240,31,75,6,12,16,24,16,30,19,4,4,14,37,away,loss,84.0,LOS ANGELES LAKERS,91.0
LOS ANGELES LAKERS,240,27,72,3,12,34,49,16,28,12,9,4,11,23,home,win,91.0,UTAH JAZZ,84.0
HOUSTON ROCKETS,265,34,72,4,18,39,45,6,42,20,6,8,19,32,away,win,111.0,MILWAUKEE BUCKS,107.0
MILWAUKEE BUCKS,265,41,92,5,10,20,34,13,29,27,6,2,12,33,home,loss,107.0,HOUSTON ROCKETS,111.0
DALLAS MAVERICKS,240,50,90,6,12,12,15,13,40,34,9,9,10,19,away,win,118.0,ORLANDO MAGIC,88.0
ORLANDO MAGIC,240,32,91,5,15,19,24,16,27,13,2,1,12,12,home,loss,88.0,DALLAS MAVERICKS,118.0
WASHINGTON WIZARDS,240,31,83,2,15,28,39,21,36,16,9,8,19,20,away,loss,92.0,SACRAMENTO KINGS,100.0
SACRAMENTO KINGS,240,37,84,6,16,20,23,9,34,23,12,7,15,28,home,win,100.0,WASHINGTON WIZARDS,92.0
MEMPHIS GRIZZLIES,240,36,65,3,7,19,32,5,31,22,9,2,18,14,away,win,94.0,TORONTO RAPTORS,88.0
TORONTO RAPTORS,240,38,82,2,13,10,14,11,29,19,13,5,12,23,home,loss,88.0,MEMPHIS GRIZZLIES,94.0
