team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MINNESOTA TIMBERWOLVES,240,35,75,5,13,17,21,10,38,21,1,5,21,32,away,loss,92.0,DENVER NUGGETS,101.0
DENVER NUGGETS,240,32,87,5,14,32,42,12,28,20,8,2,5,25,home,win,101.0,MINNESOTA TIMBERWOLVES,92.0
MILWAUKEE BUCKS,240,32,71,1,8,24,32,7,28,15,9,2,10,23,away,loss,89.0,GOLDEN STATE WARRIORS,98.0
GOLDEN STATE WARRIORS,240,39,80,6,12,14,22,13,33,23,6,6,13,22,home,win,98.0,MILWAUKEE BUCKS,89.0
TORONTO RAPTORS,265,34,83,8,19,13,19,9,32,22,8,5,12,22,away,loss,89.0,HOUSTON ROCKETS,90.0
HOUSTON ROCKETS,265,34,82,4,12,18,22,11,42,20,3,4,15,24,home,win,90.0,TORONTO RAPTORS,89.0
DALLAS MAVERICKS,240,41,83,4,10,13,16,8,34,25,11,9,17,19,away,loss,99.0,INDIANA PACERS,103.0
INDIANA PACERS,240,35,84,9,21,24,33,17,30,30,15,3,20,15,home,win,103.0,DALLAS MAVERICKS,99.0
SACRAMENTO KINGS,240,34,83,6,15,17,26,11,22,28,9,4,15,17,away,loss,91.0,LOS ANGELES LAKERS,115.0
LOS ANGELES LAKERS,240,47,91,2,11,19,24,17,38,29,9,1,15,21,home,win,115.0,SACRAMENTO KINGS,91.0
MEMPHIS GRIZZLIES,240,34,84,8,18,35,40,13,28,25,10,6,11,23,away,win,111.0,NEW YORK KNICKS,97.0
NEW YORK KNICKS,240,33,76,4,14,27,32,11,31,15,8,5,19,28,home,loss,97.0,MEMPHIS GRIZZLIES,111.0
MIAMI HEAT,240,39,80,7,19,20,21,11,33,25,8,5,15,22,away,win,105.0,ORLANDO MAGIC,90.0
ORLANDO MAGIC,240,32,77,7,16,19,21,8,23,14,6,5,14,22,home,loss,90.0,MIAMI HEAT,105.0
PHOENIX SUNS,240,34,76,5,14,21,24,17,23,15,7,4,16,30,away,loss,94.0,PHILADELPHIA 76ERS,99.0
PHILADELPHIA 76ERS,240,32,66,4,12,31,36,14,19,19,7,4,15,24,home,win,99.0,PHOENIX SUNS,94.0
LOS ANGELES CLIPPERS,240,33,68,2,5,17,19,7,33,25,5,3,20,23,away,loss,85.0,PORTLAND TRAIL BLAZERS,91.0
PORTLAND TRAIL BLAZERS,240,34,83,7,21,16,20,14,22,21,9,5,8,19,home,win,91.0,LOS ANGELES CLIPPERS,85.0
UTAH JAZZ,240,29,83,4,14,15,20,19,20,19,6,4,9,27,away,loss,77.0,SEATTLE SUPERSONICS,84.0
SEATTLE SUPERSONICS,240,26,63,6,21,26,28,9,27,16,4,8,15,20,home,win,84.0,UTAH JAZZ,77.0
