team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
TORONTO RAPTORS,240,27,74,5,16,11,22,11,32,14,3,6,10,21,2004-01-17,away,loss,70.0,ATLANTA HAWKS,75.0,0.26732673267326734,0.23809523809523808,43
ATLANTA HAWKS,240,28,72,6,9,13,21,11,38,15,4,7,12,25,2004-01-17,home,win,75.0,TORONTO RAPTORS,70.0,0.28,0.4,49
NEW YORK KNICKS,240,32,83,10,15,27,33,13,29,22,11,4,12,17,2004-01-17,away,win,101.0,CHICAGO BULLS,96.0,0.2782608695652174,0.4,42
CHICAGO BULLS,240,38,81,7,15,13,18,10,31,28,5,8,17,27,2004-01-17,home,loss,96.0,NEW YORK KNICKS,101.0,0.31932773109243695,0.3181818181818182,41
MINNESOTA TIMBERWOLVES,240,29,79,6,16,12,16,7,21,16,7,5,13,20,2004-01-17,away,loss,76.0,HOUSTON ROCKETS,95.0,0.26851851851851855,0.2727272727272727,28
HOUSTON ROCKETS,240,35,72,4,12,21,26,13,38,17,6,5,17,16,2004-01-17,home,win,95.0,MINNESOTA TIMBERWOLVES,76.0,0.32710280373831774,0.25,51
LOS ANGELES CLIPPERS,240,32,85,3,16,22,30,17,33,19,7,4,14,21,2004-01-17,away,loss,89.0,LOS ANGELES LAKERS,91.0,0.27350427350427353,0.15789473684210525,50
LOS ANGELES LAKERS,240,37,84,5,10,12,21,13,30,26,6,5,10,26,2004-01-17,home,win,91.0,LOS ANGELES CLIPPERS,89.0,0.30578512396694213,0.3333333333333333,43
DETROIT PISTONS,240,38,74,2,6,21,23,11,34,21,8,7,17,21,2004-01-17,away,win,99.0,MILWAUKEE BUCKS,94.0,0.3392857142857143,0.25,45
MILWAUKEE BUCKS,240,38,85,9,23,9,14,11,21,18,8,8,11,18,2004-01-17,home,loss,94.0,DETROIT PISTONS,99.0,0.3089430894308943,0.28125,32
INDIANA PACERS,240,30,74,7,21,23,25,11,31,15,10,6,15,23,2004-01-17,away,win,90.0,NEW JERSEY NETS,84.0,0.28846153846153844,0.25,42
NEW JERSEY NETS,240,30,76,5,17,19,27,13,26,20,9,3,18,24,2004-01-17,home,loss,84.0,INDIANA PACERS,90.0,0.2830188679245283,0.22727272727272727,39
ORLANDO MAGIC,240,36,70,5,16,13,15,9,29,20,7,2,18,20,2004-01-17,away,loss,90.0,NEW ORLEANS HORNETS,91.0,0.33962264150943394,0.23809523809523808,38
NEW ORLEANS HORNETS,240,38,86,5,25,10,16,17,19,25,8,2,11,16,2004-01-17,home,win,91.0,ORLANDO MAGIC,90.0,0.3064516129032258,0.16666666666666666,36
MEMPHIS GRIZZLIES,240,35,81,4,10,17,25,13,32,24,11,11,16,23,2004-01-17,away,win,91.0,PHILADELPHIA 76ERS,87.0,0.3017241379310345,0.2857142857142857,45
PHILADELPHIA 76ERS,240,33,80,4,17,17,24,10,32,17,9,8,19,20,2004-01-17,home,loss,87.0,MEMPHIS GRIZZLIES,91.0,0.2920353982300885,0.19047619047619047,42
DALLAS MAVERICKS,240,41,87,5,17,21,24,14,18,29,10,3,8,24,2004-01-17,away,win,108.0,PORTLAND TRAIL BLAZERS,104.0,0.3203125,0.22727272727272727,32
PORTLAND TRAIL BLAZERS,240,37,72,5,14,25,31,10,29,22,4,6,18,24,2004-01-17,home,loss,104.0,DALLAS MAVERICKS,108.0,0.3394495412844037,0.2631578947368421,39
CLEVELAND CAVALIERS,265,33,85,3,10,33,43,17,35,15,9,7,16,31,2004-01-17,away,win,102.0,UTAH JAZZ,96.0,0.2796610169491525,0.23076923076923078,52
UTAH JAZZ,265,30,74,4,17,32,41,3,30,22,8,10,16,31,2004-01-17,home,loss,96.0,CLEVELAND CAVALIERS,102.0,0.28846153846153844,0.19047619047619047,33
SEATTLE SUPERSONICS,240,33,84,8,30,10,12,11,23,23,11,9,21,20,2004-01-17,away,loss,84.0,WASHINGTON WIZARDS,99.0,0.28205128205128205,0.21052631578947367,34
WASHINGTON WIZARDS,240,41,80,2,10,15,22,10,36,27,10,4,18,18,2004-01-17,home,win,99.0,SEATTLE SUPERSONICS,84.0,0.33884297520661155,0.16666666666666666,46
