team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
HOUSTON ROCKETS,240,34,68,11,22,16,20,5,37,24,6,5,16,18,away,win,95.0,BOSTON CELTICS,80.0
BOSTON CELTICS,240,27,75,9,21,17,21,10,26,16,9,2,12,18,home,loss,80.0,HOUSTON ROCKETS,95.0
PHILADELPHIA 76ERS,290,45,96,13,30,19,28,12,44,28,4,5,15,26,away,loss,122.0,DALLAS MAVERICKS,125.0
DALLAS MAVERICKS,290,48,113,5,23,24,33,21,37,37,4,5,6,20,home,win,125.0,PHILADELPHIA 76ERS,122.0
TORONTO RAPTORS,240,34,83,6,14,17,21,10,29,18,4,6,7,32,away,loss,91.0,DETROIT PISTONS,95.0
DETROIT PISTONS,240,30,79,3,14,32,41,16,38,15,3,5,11,18,home,win,95.0,TORONTO RAPTORS,91.0
ATLANTA HAWKS,240,32,81,1,8,13,16,10,28,21,12,9,17,28,away,loss,78.0,INDIANA PACERS,85.0
INDIANA PACERS,240,24,71,4,17,33,42,15,36,19,12,5,18,15,home,win,85.0,ATLANTA HAWKS,78.0
DENVER NUGGETS,240,28,78,4,11,11,14,10,18,15,7,3,14,25,away,loss,71.0,LOS ANGELES LAKERS,97.0
LOS ANGELES LAKERS,240,35,69,1,3,26,32,10,30,23,5,4,13,16,home,win,97.0,DENVER NUGGETS,71.0
WASHINGTON WIZARDS,240,38,82,4,12,23,28,14,25,20,12,4,19,19,away,loss,103.0,NEW JERSEY NETS,115.0
NEW JERSEY NETS,240,45,88,7,16,18,22,16,30,34,11,5,20,22,home,win,115.0,WASHINGTON WIZARDS,103.0
ORLANDO MAGIC,240,40,85,7,20,23,28,4,24,24,10,1,9,26,away,loss,110.0,NEW YORK KNICKS,120.0
NEW YORK KNICKS,240,42,70,9,13,27,34,5,37,24,4,4,17,26,home,win,120.0,ORLANDO MAGIC,110.0
MINNESOTA TIMBERWOLVES,240,39,77,3,6,19,25,8,30,19,2,6,9,22,away,win,100.0,SAN ANTONIO SPURS,93.0
SAN ANTONIO SPURS,240,37,87,6,23,13,22,21,30,19,2,5,12,23,home,loss,93.0,MINNESOTA TIMBERWOLVES,100.0
