team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MINNESOTA TIMBERWOLVES,265,36,86,6,18,20,25,11,44,22,7,6,18,23,away,win,98.0,BOSTON CELTICS,95.0
BOSTON CELTICS,265,36,95,6,25,17,19,9,32,22,9,4,10,23,home,loss,95.0,MINNESOTA TIMBERWOLVES,98.0
ORLANDO MAGIC,240,31,83,7,15,16,20,12,28,11,13,3,16,20,away,win,85.0,DETROIT PISTONS,83.0
DETROIT PISTONS,240,34,73,5,14,10,15,9,35,22,9,10,23,23,home,loss,83.0,ORLANDO MAGIC,85.0
CHARLOTTE HORNETS,240,32,78,2,7,7,15,9,29,17,7,2,10,18,away,win,73.0,HOUSTON ROCKETS,72.0
HOUSTON ROCKETS,240,26,70,8,20,12,17,10,36,15,5,6,16,15,home,loss,72.0,CHARLOTTE HORNETS,73.0
NEW YORK KNICKS,240,34,81,6,16,13,19,7,25,16,9,5,7,15,away,loss,87.0,INDIANA PACERS,92.0
INDIANA PACERS,240,36,71,8,20,12,17,8,34,26,4,6,16,18,home,win,92.0,NEW YORK KNICKS,87.0
LOS ANGELES LAKERS,240,41,75,11,20,7,9,10,27,28,9,5,13,19,away,win,100.0,MEMPHIS GRIZZLIES,85.0
MEMPHIS GRIZZLIES,240,37,73,0,6,11,15,8,22,24,9,4,11,15,home,loss,85.0,LOS ANGELES LAKERS,100.0
SAN ANTONIO SPURS,240,32,70,2,9,17,24,9,34,13,3,2,19,20,away,loss,83.0,MIAMI HEAT,88.0
MIAMI HEAT,240,34,82,6,12,14,17,9,29,23,7,2,8,26,home,win,88.0,SAN ANTONIO SPURS,83.0
GOLDEN STATE WARRIORS,240,38,96,3,10,19,22,19,24,21,12,7,15,26,away,loss,98.0,PHOENIX SUNS,104.0
PHOENIX SUNS,240,35,78,3,8,31,40,15,32,27,10,7,18,21,home,win,104.0,GOLDEN STATE WARRIORS,98.0
DENVER NUGGETS,240,40,96,3,9,13,22,24,23,23,4,4,16,28,away,loss,96.0,SACRAMENTO KINGS,132.0
SACRAMENTO KINGS,240,44,86,9,19,35,45,21,34,20,13,8,12,20,home,win,132.0,DENVER NUGGETS,96.0
ATLANTA HAWKS,240,36,73,7,18,11,17,12,31,15,4,6,18,18,away,loss,90.0,WASHINGTON WIZARDS,97.0
WASHINGTON WIZARDS,240,37,82,1,8,22,28,13,27,21,13,7,5,14,home,win,97.0,ATLANTA HAWKS,90.0
