team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
PHILADELPHIA 76ERS,240,42,75,6,11,22,25,12,27,18,12,5,14,15,2002-03-09,away,win,112.0,ATLANTA HAWKS,91.0,0.358974358974359,0.35294117647058826,39
ATLANTA HAWKS,240,37,82,6,17,11,15,15,17,16,9,4,16,20,2002-03-09,home,loss,91.0,PHILADELPHIA 76ERS,112.0,0.31092436974789917,0.2608695652173913,32
SAN ANTONIO SPURS,240,37,80,1,9,25,34,15,33,26,8,1,8,20,2002-03-09,away,win,100.0,CHICAGO BULLS,73.0,0.3162393162393162,0.1,48
CHICAGO BULLS,240,28,70,3,10,14,20,6,28,19,6,2,15,23,2002-03-09,home,loss,73.0,SAN ANTONIO SPURS,100.0,0.2857142857142857,0.23076923076923078,34
GOLDEN STATE WARRIORS,240,41,83,5,14,18,29,14,32,23,8,5,16,23,2002-03-09,away,loss,105.0,DALLAS MAVERICKS,107.0,0.33064516129032256,0.2631578947368421,46
DALLAS MAVERICKS,240,41,92,6,15,19,23,16,31,20,11,9,11,21,2002-03-09,home,win,107.0,GOLDEN STATE WARRIORS,105.0,0.3082706766917293,0.2857142857142857,47
PORTLAND TRAIL BLAZERS,265,38,87,8,22,22,29,14,34,23,10,7,24,25,2002-03-09,away,loss,106.0,DENVER NUGGETS,109.0,0.304,0.26666666666666666,48
DENVER NUGGETS,265,41,91,10,18,17,22,9,29,33,13,5,15,28,2002-03-09,home,win,109.0,PORTLAND TRAIL BLAZERS,106.0,0.3106060606060606,0.35714285714285715,38
MIAMI HEAT,240,34,78,4,8,21,28,14,33,23,8,9,14,18,2002-03-09,away,win,93.0,MEMPHIS GRIZZLIES,88.0,0.30357142857142855,0.3333333333333333,47
MEMPHIS GRIZZLIES,240,35,89,7,14,11,17,17,27,16,8,3,13,22,2002-03-09,home,loss,88.0,MIAMI HEAT,93.0,0.28225806451612906,0.3333333333333333,44
NEW JERSEY NETS,240,37,90,7,18,9,16,13,24,26,7,4,8,23,2002-03-09,away,loss,90.0,SEATTLE SUPERSONICS,96.0,0.29133858267716534,0.28,37
SEATTLE SUPERSONICS,240,35,75,4,15,22,25,7,36,26,6,5,12,19,2002-03-09,home,win,96.0,NEW JERSEY NETS,90.0,0.3181818181818182,0.21052631578947367,43
