team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
NEW YORK KNICKS,240,42,78,3,10,18,26,9,29,24,6,4,13,26,2001-11-28,away,win,105.0,ATLANTA HAWKS,100.0,0.35,0.23076923076923078,38
ATLANTA HAWKS,240,34,73,4,12,28,34,11,26,18,11,5,13,24,2001-11-28,home,loss,100.0,NEW YORK KNICKS,105.0,0.3177570093457944,0.25,37
INDIANA PACERS,240,37,78,6,14,19,23,9,37,32,10,10,13,15,2001-11-28,away,win,99.0,DENVER NUGGETS,85.0,0.3217391304347826,0.3,46
DENVER NUGGETS,240,32,93,5,27,16,19,18,30,24,9,8,12,17,2001-11-28,home,loss,85.0,INDIANA PACERS,99.0,0.256,0.15625,48
CHARLOTTE HORNETS,240,36,70,5,6,27,33,15,30,14,9,4,18,21,2001-11-28,away,win,104.0,DETROIT PISTONS,96.0,0.33962264150943394,0.45454545454545453,45
DETROIT PISTONS,240,35,70,11,22,15,18,5,13,20,9,7,16,26,2001-11-28,home,loss,96.0,CHARLOTTE HORNETS,104.0,0.3333333333333333,0.3333333333333333,18
MINNESOTA TIMBERWOLVES,240,33,91,4,20,5,6,16,21,22,12,6,14,20,2001-11-28,away,loss,75.0,LOS ANGELES CLIPPERS,94.0,0.2661290322580645,0.16666666666666666,37
LOS ANGELES CLIPPERS,240,35,76,12,18,12,16,15,33,26,5,10,23,13,2001-11-28,home,win,94.0,MINNESOTA TIMBERWOLVES,75.0,0.3153153153153153,0.4,48
WASHINGTON WIZARDS,240,37,82,4,9,16,18,9,27,24,12,4,10,26,2001-11-28,away,win,94.0,PHILADELPHIA 76ERS,87.0,0.31092436974789917,0.3076923076923077,36
PHILADELPHIA 76ERS,240,32,74,4,11,19,24,14,31,16,5,6,21,18,2001-11-28,home,loss,87.0,WASHINGTON WIZARDS,94.0,0.3018867924528302,0.26666666666666666,45
MILWAUKEE BUCKS,240,36,85,5,17,7,11,10,31,17,7,3,13,16,2001-11-28,away,loss,84.0,PHOENIX SUNS,104.0,0.2975206611570248,0.22727272727272727,41
PHOENIX SUNS,240,43,88,10,22,8,12,13,36,26,8,4,12,12,2001-11-28,home,win,104.0,MILWAUKEE BUCKS,84.0,0.3282442748091603,0.3125,49
GOLDEN STATE WARRIORS,240,32,80,4,12,15,19,12,29,16,9,4,18,24,2001-11-28,away,loss,83.0,SAN ANTONIO SPURS,94.0,0.2857142857142857,0.25,41
SAN ANTONIO SPURS,240,33,81,5,16,23,28,17,30,16,10,12,15,22,2001-11-28,home,win,94.0,GOLDEN STATE WARRIORS,83.0,0.2894736842105263,0.23809523809523808,47
SEATTLE SUPERSONICS,240,33,81,5,17,17,19,13,23,18,7,3,15,22,2001-11-28,away,loss,88.0,UTAH JAZZ,112.0,0.2894736842105263,0.22727272727272727,36
UTAH JAZZ,240,43,79,5,17,21,27,13,29,27,12,12,12,22,2001-11-28,home,win,112.0,SEATTLE SUPERSONICS,88.0,0.3524590163934426,0.22727272727272727,42
