team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
LOS ANGELES LAKERS,240,50,87,7,17,20,24,17,38,26,10,6,18,15,2002-01-29,away,win,127.0,ATLANTA HAWKS,93.0,0.36496350364963503,0.2916666666666667,55
ATLANTA HAWKS,240,41,98,4,7,7,12,18,20,24,12,3,15,21,2002-01-29,home,loss,93.0,LOS ANGELES LAKERS,127.0,0.2949640287769784,0.36363636363636365,38
MINNESOTA TIMBERWOLVES,240,30,89,6,18,15,21,12,24,19,5,6,13,27,2002-01-29,away,loss,81.0,CLEVELAND CAVALIERS,114.0,0.25210084033613445,0.25,36
CLEVELAND CAVALIERS,240,39,76,8,14,28,36,11,41,26,8,8,15,27,2002-01-29,home,win,114.0,MINNESOTA TIMBERWOLVES,81.0,0.3391304347826087,0.36363636363636365,52
LOS ANGELES CLIPPERS,240,43,82,10,18,21,25,11,34,28,7,8,16,17,2002-01-29,away,win,117.0,DALLAS MAVERICKS,100.0,0.344,0.35714285714285715,45
DALLAS MAVERICKS,240,41,90,7,17,11,13,11,28,18,7,5,11,19,2002-01-29,home,loss,100.0,LOS ANGELES CLIPPERS,117.0,0.31297709923664124,0.2916666666666667,39
MIAMI HEAT,265,40,90,3,10,17,17,12,29,20,9,8,13,22,2002-01-29,away,win,100.0,DENVER NUGGETS,94.0,0.3076923076923077,0.23076923076923078,41
DENVER NUGGETS,265,36,81,8,17,14,23,12,30,20,7,8,16,18,2002-01-29,home,loss,94.0,MIAMI HEAT,100.0,0.3076923076923077,0.32,42
GOLDEN STATE WARRIORS,265,40,95,6,17,10,18,16,28,21,7,6,17,24,2002-01-29,away,loss,96.0,HOUSTON ROCKETS,100.0,0.2962962962962963,0.2608695652173913,44
HOUSTON ROCKETS,265,36,83,4,16,24,28,12,38,18,8,5,17,19,2002-01-29,home,win,100.0,GOLDEN STATE WARRIORS,96.0,0.3025210084033613,0.2,50
BOSTON CELTICS,240,34,89,8,27,14,16,12,25,18,9,5,12,23,2002-01-29,away,loss,90.0,MILWAUKEE BUCKS,109.0,0.2764227642276423,0.22857142857142856,37
MILWAUKEE BUCKS,240,40,76,11,22,18,24,7,42,32,9,5,17,22,2002-01-29,home,win,109.0,BOSTON CELTICS,90.0,0.3448275862068966,0.3333333333333333,49
PHILADELPHIA 76ERS,240,28,80,0,6,15,22,15,36,18,9,1,16,18,2002-01-29,away,loss,71.0,NEW YORK KNICKS,78.0,0.25925925925925924,0.0,51
NEW YORK KNICKS,240,32,85,6,22,8,11,12,31,25,6,6,14,24,2002-01-29,home,win,78.0,PHILADELPHIA 76ERS,71.0,0.27350427350427353,0.21428571428571427,43
CHICAGO BULLS,240,34,71,4,10,18,25,10,18,19,9,7,13,18,2002-01-29,away,loss,90.0,PHOENIX SUNS,91.0,0.3238095238095238,0.2857142857142857,28
PHOENIX SUNS,240,40,74,1,10,10,12,9,23,27,5,2,21,20,2002-01-29,home,win,91.0,CHICAGO BULLS,90.0,0.3508771929824561,0.09090909090909091,32
CHARLOTTE HORNETS,240,29,80,3,9,17,21,13,33,14,11,6,14,24,2002-01-29,away,win,78.0,SAN ANTONIO SPURS,73.0,0.26605504587155965,0.25,46
SAN ANTONIO SPURS,240,25,73,4,21,19,23,12,29,11,5,9,15,18,2002-01-29,home,loss,73.0,CHARLOTTE HORNETS,78.0,0.25510204081632654,0.16,41
PORTLAND TRAIL BLAZERS,240,38,78,6,17,10,15,11,34,22,7,8,16,15,2002-01-29,away,win,92.0,SEATTLE SUPERSONICS,86.0,0.3275862068965517,0.2608695652173913,45
SEATTLE SUPERSONICS,240,33,82,9,17,11,15,13,27,21,4,4,17,20,2002-01-29,home,loss,86.0,PORTLAND TRAIL BLAZERS,92.0,0.28695652173913044,0.34615384615384615,40
DETROIT PISTONS,240,37,74,5,22,10,13,6,30,21,6,4,15,20,2002-01-29,away,win,89.0,WASHINGTON WIZARDS,86.0,0.3333333333333333,0.18518518518518517,36
WASHINGTON WIZARDS,240,34,80,2,8,16,22,15,30,17,8,3,11,17,2002-01-29,home,loss,86.0,DETROIT PISTONS,89.0,0.2982456140350877,0.2,45
