team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MIAMI HEAT,240,29,72,1,6,13,16,11,32,19,3,6,19,31,2001-11-29,away,loss,72.0,CHICAGO BULLS,78.0,0.2871287128712871,0.14285714285714285,43
CHICAGO BULLS,240,26,65,0,5,26,39,8,27,21,12,3,10,20,2001-11-29,home,win,78.0,MIAMI HEAT,72.0,0.2857142857142857,0.0,35
ATLANTA HAWKS,240,39,79,5,15,22,26,12,35,27,8,7,13,20,2001-11-29,away,win,105.0,CLEVELAND CAVALIERS,96.0,0.3305084745762712,0.25,47
CLEVELAND CAVALIERS,240,34,79,6,12,22,27,9,26,23,7,8,13,21,2001-11-29,home,loss,96.0,ATLANTA HAWKS,105.0,0.3008849557522124,0.3333333333333333,35
SACRAMENTO KINGS,240,43,87,5,12,19,28,16,31,18,9,5,12,15,2001-11-29,away,win,110.0,DALLAS MAVERICKS,98.0,0.33076923076923076,0.29411764705882354,47
DALLAS MAVERICKS,240,39,88,8,23,12,12,13,26,23,7,5,14,23,2001-11-29,home,loss,98.0,SACRAMENTO KINGS,110.0,0.30708661417322836,0.25806451612903225,39
BOSTON CELTICS,240,39,80,10,28,11,17,6,40,22,7,3,12,21,2001-11-29,away,win,99.0,ORLANDO MAGIC,89.0,0.3277310924369748,0.2631578947368421,46
ORLANDO MAGIC,240,34,90,6,30,15,20,13,36,18,4,6,12,17,2001-11-29,home,loss,89.0,BOSTON CELTICS,99.0,0.27419354838709675,0.16666666666666666,49
MEMPHIS GRIZZLIES,240,35,87,5,13,13,20,13,28,21,12,4,20,22,2001-11-29,away,loss,88.0,TORONTO RAPTORS,91.0,0.28688524590163933,0.2777777777777778,41
TORONTO RAPTORS,240,33,78,3,9,22,24,11,33,19,11,7,19,20,2001-11-29,home,win,91.0,MEMPHIS GRIZZLIES,88.0,0.2972972972972973,0.25,44
