team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
BOSTON CELTICS,240,42,91,5,19,12,17,15,29,19,5,2,9,22,2002-03-24,away,loss,101.0,DETROIT PISTONS,109.0,0.3157894736842105,0.20833333333333334,44
DETROIT PISTONS,240,40,86,8,22,21,26,16,34,23,7,6,12,15,2002-03-24,home,win,109.0,BOSTON CELTICS,101.0,0.31746031746031744,0.26666666666666666,50
HOUSTON ROCKETS,240,44,83,9,18,19,25,14,29,24,2,8,17,20,2002-03-24,away,win,116.0,GOLDEN STATE WARRIORS,104.0,0.3464566929133858,0.3333333333333333,43
GOLDEN STATE WARRIORS,240,39,92,5,18,21,24,14,20,18,8,7,11,22,2002-03-24,home,loss,104.0,HOUSTON ROCKETS,116.0,0.29770992366412213,0.21739130434782608,34
CHARLOTTE HORNETS,240,35,71,5,14,24,33,13,35,16,3,7,17,23,2002-03-24,away,win,99.0,INDIANA PACERS,84.0,0.330188679245283,0.2631578947368421,48
INDIANA PACERS,240,30,89,3,14,21,24,22,24,17,11,2,10,31,2002-03-24,home,loss,84.0,CHARLOTTE HORNETS,99.0,0.25210084033613445,0.17647058823529413,46
ORLANDO MAGIC,240,29,79,4,14,23,30,8,31,18,7,4,15,18,2002-03-24,away,loss,85.0,MILWAUKEE BUCKS,110.0,0.26851851851851855,0.2222222222222222,39
MILWAUKEE BUCKS,240,44,84,8,16,14,23,9,42,32,9,3,14,23,2002-03-24,home,win,110.0,ORLANDO MAGIC,85.0,0.34375,0.3333333333333333,51
ATLANTA HAWKS,240,38,82,8,19,18,22,15,23,26,8,5,16,17,2002-03-24,away,loss,102.0,NEW JERSEY NETS,116.0,0.31666666666666665,0.2962962962962963,38
NEW JERSEY NETS,240,49,85,6,18,12,15,10,29,34,11,9,13,20,2002-03-24,home,win,116.0,ATLANTA HAWKS,102.0,0.3656716417910448,0.25,39
NEW YORK KNICKS,240,32,81,6,18,12,14,16,27,21,3,4,10,28,2002-03-24,away,loss,82.0,PHILADELPHIA 76ERS,90.0,0.2831858407079646,0.25,43
PHILADELPHIA 76ERS,240,30,70,3,9,27,33,12,30,21,6,5,11,16,2002-03-24,home,win,90.0,NEW YORK KNICKS,82.0,0.3,0.25,42
LOS ANGELES LAKERS,240,41,81,5,16,10,15,7,29,26,10,2,18,22,2002-03-24,away,win,97.0,SACRAMENTO KINGS,96.0,0.3360655737704918,0.23809523809523808,36
SACRAMENTO KINGS,240,35,87,8,19,18,24,16,32,18,13,4,20,19,2002-03-24,home,loss,96.0,LOS ANGELES LAKERS,97.0,0.28688524590163933,0.2962962962962963,48
WASHINGTON WIZARDS,240,36,81,3,10,16,17,12,27,17,13,5,18,21,2002-03-24,away,loss,91.0,TORONTO RAPTORS,92.0,0.3076923076923077,0.23076923076923078,39
TORONTO RAPTORS,240,32,77,6,11,22,28,16,26,21,7,4,20,16,2002-03-24,home,win,92.0,WASHINGTON WIZARDS,91.0,0.29357798165137616,0.35294117647058826,42
