team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
SEATTLE SUPERSONICS,240,39,73,3,9,24,28,6,32,26,4,3,13,16,2001-11-20,away,win,105.0,DALLAS MAVERICKS,97.0,0.3482142857142857,0.25,38
DALLAS MAVERICKS,240,40,97,8,26,9,10,21,30,21,8,4,9,24,2001-11-20,home,loss,97.0,SEATTLE SUPERSONICS,105.0,0.291970802919708,0.23529411764705882,51
NEW YORK KNICKS,240,37,73,5,10,15,19,8,33,25,11,6,19,18,2001-11-20,away,win,94.0,GOLDEN STATE WARRIORS,70.0,0.33636363636363636,0.3333333333333333,41
GOLDEN STATE WARRIORS,240,26,83,3,11,15,22,17,24,19,8,6,18,18,2001-11-20,home,loss,70.0,NEW YORK KNICKS,94.0,0.23853211009174313,0.21428571428571427,41
ATLANTA HAWKS,240,40,90,10,24,12,15,13,32,20,6,4,12,23,2001-11-20,away,loss,102.0,INDIANA PACERS,106.0,0.3076923076923077,0.29411764705882354,45
INDIANA PACERS,240,38,83,7,16,23,30,11,32,25,5,6,10,17,2001-11-20,home,win,106.0,ATLANTA HAWKS,102.0,0.3140495867768595,0.30434782608695654,43
LOS ANGELES LAKERS,240,36,81,6,13,20,33,10,29,27,8,10,14,21,2001-11-20,away,win,98.0,LOS ANGELES CLIPPERS,93.0,0.3076923076923077,0.3157894736842105,39
LOS ANGELES CLIPPERS,240,39,99,1,15,14,19,25,32,20,7,5,18,29,2001-11-20,home,loss,93.0,LOS ANGELES LAKERS,98.0,0.2826086956521739,0.0625,57
MINNESOTA TIMBERWOLVES,240,35,84,1,2,9,13,14,30,14,8,3,9,17,2001-11-20,away,win,80.0,MIAMI HEAT,73.0,0.29411764705882354,0.3333333333333333,44
MIAMI HEAT,240,30,74,4,10,9,18,14,29,16,2,2,16,19,2001-11-20,home,loss,73.0,MINNESOTA TIMBERWOLVES,80.0,0.28846153846153844,0.2857142857142857,43
HOUSTON ROCKETS,240,35,73,10,23,14,20,7,30,26,6,4,14,18,2001-11-20,away,win,94.0,PORTLAND TRAIL BLAZERS,87.0,0.32407407407407407,0.30303030303030304,37
PORTLAND TRAIL BLAZERS,240,32,74,1,8,22,26,11,30,20,5,4,13,17,2001-11-20,home,loss,87.0,HOUSTON ROCKETS,94.0,0.3018867924528302,0.1111111111111111,41
DETROIT PISTONS,240,35,84,7,18,11,15,12,32,21,6,6,7,17,2001-11-20,away,win,88.0,TORONTO RAPTORS,84.0,0.29411764705882354,0.28,44
TORONTO RAPTORS,240,32,79,11,19,9,10,11,34,19,4,7,11,18,2001-11-20,home,loss,84.0,DETROIT PISTONS,88.0,0.2882882882882883,0.36666666666666664,45
CHARLOTTE HORNETS,240,34,83,2,9,25,32,18,22,13,9,6,9,16,2001-11-20,away,win,95.0,WASHINGTON WIZARDS,88.0,0.2905982905982906,0.18181818181818182,40
WASHINGTON WIZARDS,240,33,77,5,9,17,19,12,29,19,4,2,17,23,2001-11-20,home,loss,88.0,CHARLOTTE HORNETS,95.0,0.3,0.35714285714285715,41
