team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
NEW YORK KNICKS,240,34,67,11,19,21,25,5,30,28,9,5,21,22,2002-01-16,away,loss,100.0,BOSTON CELTICS,101.0,0.33663366336633666,0.36666666666666664,35
BOSTON CELTICS,240,33,75,8,24,27,30,6,26,23,14,4,15,18,2002-01-16,home,win,101.0,NEW YORK KNICKS,100.0,0.3055555555555556,0.25,32
SACRAMENTO KINGS,240,42,80,7,9,21,29,7,33,29,11,5,14,18,2002-01-16,away,win,112.0,DENVER NUGGETS,107.0,0.3442622950819672,0.4375,40
DENVER NUGGETS,240,43,91,9,19,12,17,12,28,28,10,9,16,21,2002-01-16,home,loss,107.0,SACRAMENTO KINGS,112.0,0.3208955223880597,0.32142857142857145,40
CLEVELAND CAVALIERS,240,31,69,2,8,24,32,12,27,19,5,3,20,32,2002-01-16,away,loss,88.0,GOLDEN STATE WARRIORS,117.0,0.31,0.2,39
GOLDEN STATE WARRIORS,240,40,87,4,8,33,45,22,26,27,17,7,8,26,2002-01-16,home,win,117.0,CLEVELAND CAVALIERS,88.0,0.31496062992125984,0.3333333333333333,48
MIAMI HEAT,240,40,79,4,12,18,22,12,27,22,6,5,8,20,2002-01-16,away,win,102.0,LOS ANGELES LAKERS,96.0,0.33613445378151263,0.25,39
LOS ANGELES LAKERS,240,37,92,11,26,11,14,17,25,22,5,6,10,23,2002-01-16,home,loss,96.0,MIAMI HEAT,102.0,0.2868217054263566,0.2972972972972973,42
INDIANA PACERS,240,33,76,9,22,25,30,11,25,22,5,4,9,25,2002-01-16,away,loss,100.0,MILWAUKEE BUCKS,105.0,0.30275229357798167,0.2903225806451613,36
MILWAUKEE BUCKS,240,36,79,11,20,22,33,15,25,27,5,3,10,21,2002-01-16,home,win,105.0,INDIANA PACERS,100.0,0.3130434782608696,0.3548387096774194,40
WASHINGTON WIZARDS,240,27,90,3,8,10,14,21,28,9,7,5,18,17,2002-01-16,away,loss,67.0,NEW JERSEY NETS,111.0,0.23076923076923078,0.2727272727272727,49
NEW JERSEY NETS,240,44,84,7,16,16,21,9,36,32,10,8,12,19,2002-01-16,home,win,111.0,WASHINGTON WIZARDS,67.0,0.34375,0.30434782608695654,45
PORTLAND TRAIL BLAZERS,240,41,85,8,22,18,28,16,30,27,9,5,16,20,2002-01-16,away,win,108.0,PHOENIX SUNS,99.0,0.3253968253968254,0.26666666666666666,46
PHOENIX SUNS,240,40,86,7,17,12,15,15,25,19,7,5,13,23,2002-01-16,home,loss,99.0,PORTLAND TRAIL BLAZERS,108.0,0.31746031746031744,0.2916666666666667,40
HOUSTON ROCKETS,240,39,79,12,19,13,18,11,25,23,4,2,15,17,2002-01-16,away,loss,103.0,TORONTO RAPTORS,109.0,0.3305084745762712,0.3870967741935484,36
TORONTO RAPTORS,240,44,79,4,8,17,23,5,23,21,11,8,7,21,2002-01-16,home,win,109.0,HOUSTON ROCKETS,103.0,0.35772357723577236,0.3333333333333333,28
SEATTLE SUPERSONICS,240,29,71,5,15,17,26,12,20,13,11,5,19,20,2002-01-16,away,loss,80.0,UTAH JAZZ,95.0,0.29,0.25,32
UTAH JAZZ,240,37,76,2,15,19,22,16,28,23,12,5,16,22,2002-01-16,home,win,95.0,SEATTLE SUPERSONICS,80.0,0.3274336283185841,0.11764705882352941,44
