team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CHICAGO BULLS,240,36,85,3,11,21,28,12,25,17,5,4,9,24,away,loss,96.0,ATLANTA HAWKS,112.0
ATLANTA HAWKS,240,42,80,6,11,22,29,10,34,24,6,5,16,22,home,win,112.0,CHICAGO BULLS,96.0
MEMPHIS GRIZZLIES,240,36,84,3,8,25,30,18,23,22,7,6,12,14,away,loss,100.0,DALLAS MAVERICKS,111.0
DALLAS MAVERICKS,240,43,77,9,15,16,18,8,29,26,11,5,14,32,home,win,111.0,MEMPHIS GRIZZLIES,100.0
SEATTLE SUPERSONICS,240,30,85,4,19,21,25,16,29,18,8,8,11,20,away,loss,85.0,DENVER NUGGETS,88.0
DENVER NUGGETS,240,36,81,6,12,10,16,14,33,24,4,5,16,20,home,win,88.0,SEATTLE SUPERSONICS,85.0
PHOENIX SUNS,240,38,80,6,12,15,17,13,25,27,13,6,15,21,away,win,97.0,LOS ANGELES CLIPPERS,94.0
LOS ANGELES CLIPPERS,240,33,81,7,21,21,28,18,24,17,10,5,16,13,home,loss,94.0,PHOENIX SUNS,97.0
PORTLAND TRAIL BLAZERS,240,37,88,8,21,26,32,19,27,22,6,3,11,24,away,win,108.0,MINNESOTA TIMBERWOLVES,99.0
MINNESOTA TIMBERWOLVES,240,40,74,1,9,18,28,4,28,23,4,7,14,30,home,loss,99.0,PORTLAND TRAIL BLAZERS,108.0
MIAMI HEAT,240,31,74,2,10,15,17,12,29,18,5,5,17,26,away,loss,79.0,SAN ANTONIO SPURS,89.0
SAN ANTONIO SPURS,240,34,74,1,9,20,27,12,29,13,9,1,11,20,home,win,89.0,MIAMI HEAT,79.0
GOLDEN STATE WARRIORS,240,36,81,5,19,26,37,10,27,24,9,12,14,23,away,loss,103.0,UTAH JAZZ,112.0
UTAH JAZZ,240,44,86,4,7,20,27,10,34,34,12,7,14,27,home,win,112.0,GOLDEN STATE WARRIORS,103.0
