slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
mariosh01,Shawn Marion,PHOENIX SUNS,HOME,SAN ANTONIO SPURS,WIN,2458,10,12,0,0,3,3,1,7,2,3,1,0,2,25.7
davisan01,Antonio Davis,TORONTO RAPTORS,HOME,BOSTON CELTICS,WIN,2236,8,13,0,0,8,9,1,7,2,0,4,3,2,20.9
stricro02,Rod Strickland,WASHINGTON WIZARDS,AWAY,CHICAGO BULLS,WIN,2050,4,10,0,1,13,17,0,0,8,3,0,1,2,20.8
terryja01,Jason Terry,ATLANTA HAWKS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2133,7,9,0,1,7,8,1,2,6,2,1,3,4,20.7
willico02,Corliss Williamson,TORONTO RAPTORS,HOME,BOSTON CELTICS,WIN,1404,8,10,0,0,5,6,1,5,1,0,1,0,0,20.4
wallara01,Rasheed Wallace,PORTLAND TRAIL BLAZERS,HOME,ATLANTA HAWKS,WIN,2319,7,13,0,0,2,2,1,7,6,1,4,0,3,19.3
delkto01,Tony Delk,PHOENIX SUNS,HOME,SAN ANTONIO SPURS,WIN,1874,10,18,0,3,0,0,3,3,5,2,0,1,1,18.5
hunteli01,Lindsey Hunter,MILWAUKEE BUCKS,HOME,NEW YORK KNICKS,LOSS,1788,7,14,7,12,2,2,1,0,3,1,0,1,3,17.6
cambyma01,Marcus Camby,NEW YORK KNICKS,AWAY,MILWAUKEE BUCKS,WIN,2075,6,8,0,0,0,0,3,10,2,0,2,0,1,16.3
francst01,Steve Francis,HOUSTON ROCKETS,HOME,LOS ANGELES LAKERS,WIN,2701,6,16,2,5,9,9,1,5,7,2,0,7,2,15.5
moblecu01,Cuttino Mobley,HOUSTON ROCKETS,HOME,LOS ANGELES LAKERS,WIN,1675,5,11,1,3,7,8,2,4,4,1,0,2,3,15.1
elamikh01,Khalid El-Amin,CHICAGO BULLS,HOME,WASHINGTON WIZARDS,LOSS,1483,7,16,1,4,6,7,0,2,3,1,0,0,3,14.7
onealsh01,Shaquille O'Neal,LOS ANGELES LAKERS,AWAY,HOUSTON ROCKETS,LOSS,2701,8,19,0,0,8,14,1,6,5,0,3,4,3,14.4
olajuha01,Hakeem Olajuwon,HOUSTON ROCKETS,HOME,LOS ANGELES LAKERS,WIN,2112,5,9,0,0,2,2,3,2,0,5,0,0,4,13.8
allenra02,Ray Allen,MILWAUKEE BUCKS,HOME,NEW YORK KNICKS,LOSS,2200,7,18,2,7,4,4,1,6,5,0,0,1,4,13.6
whiteja01,Jahidi White,WASHINGTON WIZARDS,AWAY,CHICAGO BULLS,WIN,1407,2,8,0,0,8,14,8,3,1,3,3,2,4,13.5
anthogr01,Greg Anthony,PORTLAND TRAIL BLAZERS,HOME,ATLANTA HAWKS,WIN,1059,6,10,5,8,0,0,0,2,1,0,0,0,1,13.3
smithst01,Steve Smith,PORTLAND TRAIL BLAZERS,HOME,ATLANTA HAWKS,WIN,2016,9,16,1,4,3,4,2,2,2,0,2,4,4,13.2
houstal01,Allan Houston,NEW YORK KNICKS,AWAY,MILWAUKEE BUCKS,WIN,2324,10,20,2,6,2,3,0,1,1,0,0,1,2,12.8
jacksma01,Mark Jackson,TORONTO RAPTORS,HOME,BOSTON CELTICS,WIN,1991,0,5,0,3,5,6,0,5,15,2,0,2,1,12.7
robincl02,Clifford Robinson,PHOENIX SUNS,HOME,SAN ANTONIO SPURS,WIN,2042,6,17,1,4,2,6,1,2,5,3,3,0,3,12.6
johnsla02,Larry Johnson,NEW YORK KNICKS,AWAY,MILWAUKEE BUCKS,WIN,1640,6,10,1,2,0,0,2,5,4,1,0,1,4,12.5
oaklech01,Charles Oakley,TORONTO RAPTORS,HOME,BOSTON CELTICS,WIN,1581,3,6,0,0,4,4,2,9,4,1,1,2,3,12.4
cartevi01,Vince Carter,TORONTO RAPTORS,HOME,BOSTON CELTICS,WIN,1952,9,16,3,4,2,4,0,2,0,0,2,3,4,12.0
davisda01,Dale Davis,PORTLAND TRAIL BLAZERS,HOME,ATLANTA HAWKS,WIN,2075,2,7,0,0,0,0,4,6,3,1,7,0,2,11.7
brandel01,Elton Brand,CHICAGO BULLS,HOME,WASHINGTON WIZARDS,LOSS,2414,6,17,0,0,3,8,5,9,2,2,3,2,4,11.6
kiddja01,Jason Kidd,PHOENIX SUNS,HOME,SAN ANTONIO SPURS,WIN,2388,4,9,0,2,2,2,1,8,11,2,1,6,3,11.6
