team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,28,67,3,15,28,32,6,33,17,6,2,13,25
DETROIT PISTONS,240,32,77,5,14,17,26,15,31,24,5,8,12,22
ATLANTA HAWKS,315,49,109,10,26,13,21,15,31,26,9,3,15,31
HOUSTON ROCKETS,315,41,97,12,33,29,37,15,39,28,10,6,18,22
UTAH JAZZ,240,27,74,4,10,22,31,16,22,20,8,6,17,35
INDIANA PACERS,240,26,57,2,8,40,50,11,27,22,7,13,16,30
SAN ANTONIO SPURS,240,37,92,7,16,13,24,16,33,22,6,3,7,19
MINNESOTA TIMBERWOLVES,240,37,76,4,8,14,21,7,35,25,5,7,15,22
CLEVELAND CAVALIERS,240,31,82,3,7,27,35,13,39,9,2,5,8,16
NEW YORK KNICKS,240,37,96,2,12,10,17,18,35,14,4,4,7,26
LOS ANGELES LAKERS,240,43,86,6,14,12,13,11,22,22,10,9,11,14
PHOENIX SUNS,240,37,77,5,12,13,18,9,30,20,6,6,20,18
BOSTON CELTICS,240,34,71,4,13,15,21,8,26,22,5,3,13,17
SEATTLE SUPERSONICS,240,42,92,18,33,6,10,15,24,35,9,1,10,16
SACRAMENTO KINGS,240,34,77,6,13,22,33,17,32,25,12,3,12,15
TORONTO RAPTORS,240,34,76,4,13,9,11,9,28,20,6,0,15,26
MILWAUKEE BUCKS,240,43,81,5,12,22,27,14,33,23,11,2,18,19
WASHINGTON WIZARDS,240,33,86,5,15,14,17,17,21,17,11,4,19,24
