team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,31,69,11,17,25,34,3,40,16,2,7,13,23
CLEVELAND CAVALIERS,240,36,94,5,9,22,33,16,32,23,7,7,6,23
MINNESOTA TIMBERWOLVES,240,39,93,3,10,16,21,17,28,24,11,4,9,17
DENVER NUGGETS,240,40,86,2,11,13,17,16,33,22,9,5,15,19
HOUSTON ROCKETS,240,26,70,5,19,24,29,10,31,12,2,1,10,21
MIAMI HEAT,240,36,70,11,23,12,21,5,32,21,5,4,7,23
SAN ANTONIO SPURS,240,35,75,7,14,15,27,9,32,22,6,6,16,20
MILWAUKEE BUCKS,240,34,78,8,14,17,23,11,31,28,7,7,12,25
LOS ANGELES CLIPPERS,240,36,73,3,8,18,26,12,22,19,8,6,14,31
UTAH JAZZ,240,32,73,2,8,32,44,18,27,14,8,10,13,19
PORTLAND TRAIL BLAZERS,240,38,73,11,21,7,13,3,29,30,8,3,16,17
WASHINGTON WIZARDS,240,33,82,3,15,14,18,10,29,14,11,3,13,14
