team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,44,89,10,26,18,20,13,29,35,13,6,12,21
CHICAGO BULLS,240,38,82,12,22,13,17,11,30,21,8,4,22,17
TORONTO RAPTORS,240,24,71,3,16,15,19,9,32,13,12,2,17,26
DETROIT PISTONS,240,26,77,3,13,19,31,17,38,19,6,3,19,15
MINNESOTA TIMBERWOLVES,240,36,85,3,12,17,22,13,32,20,10,6,13,24
GOLDEN STATE WARRIORS,240,27,76,0,14,20,28,12,31,18,5,2,18,24
DENVER NUGGETS,240,42,79,1,5,18,22,7,27,25,8,5,9,21
HOUSTON ROCKETS,240,36,76,7,18,27,32,9,28,22,6,6,14,21
NEW JERSEY NETS,240,30,63,4,14,16,22,6,34,22,3,2,18,19
INDIANA PACERS,240,32,76,7,16,19,20,9,25,24,12,2,5,21
MEMPHIS GRIZZLIES,240,39,84,6,18,11,22,13,23,27,9,2,17,31
LOS ANGELES LAKERS,240,35,71,2,11,31,43,7,31,27,10,6,15,17
CLEVELAND CAVALIERS,240,36,73,3,6,16,22,8,28,16,7,9,18,28
MIAMI HEAT,240,35,73,7,12,29,36,8,29,21,8,1,11,13
BOSTON CELTICS,240,27,84,7,27,19,28,13,33,14,14,6,14,23
NEW ORLEANS HORNETS,240,31,78,5,16,22,30,13,42,27,7,5,19,22
WASHINGTON WIZARDS,240,31,78,9,21,12,19,17,28,20,5,6,14,14
PHILADELPHIA 76ERS,240,34,86,2,8,10,13,16,22,22,9,6,10,20
SACRAMENTO KINGS,240,36,81,6,18,18,22,11,31,20,7,6,17,22
PHOENIX SUNS,240,35,81,10,17,21,28,14,33,23,11,4,16,22
PORTLAND TRAIL BLAZERS,240,29,70,5,12,11,16,15,22,12,11,5,15,20
SAN ANTONIO SPURS,240,34,73,5,15,11,19,17,27,20,12,5,16,15
