team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,26,72,5,11,18,25,10,32,11,9,5,13,19
ATLANTA HAWKS,240,31,77,6,20,18,25,12,32,14,8,7,14,19
LOS ANGELES CLIPPERS,240,30,72,2,11,29,42,9,25,18,9,5,11,19
DALLAS MAVERICKS,240,43,87,6,17,24,28,16,32,28,3,8,12,22
GOLDEN STATE WARRIORS,240,32,77,7,13,25,28,10,28,19,6,5,12,19
INDIANA PACERS,240,44,85,4,13,15,20,12,32,32,7,9,9,18
MINNESOTA TIMBERWOLVES,240,42,76,2,9,22,33,6,30,20,10,3,10,22
MILWAUKEE BUCKS,240,36,75,9,19,21,29,9,30,23,3,1,18,23
TORONTO RAPTORS,240,25,64,3,14,21,28,5,25,13,5,9,14,19
NEW JERSEY NETS,240,35,77,1,7,15,17,10,35,24,8,5,10,27
PORTLAND TRAIL BLAZERS,265,37,80,7,17,13,21,10,38,17,1,12,17,21
ORLANDO MAGIC,265,37,100,3,20,14,25,17,29,21,10,4,6,24
NEW YORK KNICKS,240,42,88,3,8,12,12,13,28,24,9,3,13,20
SACRAMENTO KINGS,240,39,80,11,25,18,19,10,29,26,6,3,15,14
HOUSTON ROCKETS,240,30,70,3,7,14,21,13,24,12,8,3,15,19
SAN ANTONIO SPURS,240,33,76,7,18,13,17,11,29,19,10,7,13,19
SEATTLE SUPERSONICS,240,22,65,6,20,36,39,11,25,12,2,4,14,27
UTAH JAZZ,240,36,85,3,14,24,30,20,26,22,5,7,9,27
