team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,37,73,0,2,23,30,14,21,28,5,6,13,23
CLEVELAND CAVALIERS,240,31,75,0,4,26,34,12,22,19,8,8,11,28
BOSTON CELTICS,240,38,75,5,16,23,31,6,21,22,7,0,17,21
DALLAS MAVERICKS,240,45,85,5,12,25,29,16,30,29,11,5,16,25
DENVER NUGGETS,240,33,81,1,10,8,13,13,26,12,9,5,18,18
DETROIT PISTONS,240,40,75,2,9,12,20,7,29,30,10,8,15,12
HOUSTON ROCKETS,240,32,79,4,14,16,19,13,25,11,10,7,21,28
GOLDEN STATE WARRIORS,240,30,70,5,13,25,31,14,28,18,8,3,18,22
SACRAMENTO KINGS,240,35,77,4,18,20,26,11,37,26,6,10,15,21
INDIANA PACERS,240,32,80,3,18,25,28,11,29,18,14,3,11,20
LOS ANGELES CLIPPERS,240,35,81,0,5,30,39,12,31,23,6,3,15,30
LOS ANGELES LAKERS,240,40,79,3,11,23,35,11,26,26,12,6,14,28
SEATTLE SUPERSONICS,240,32,70,7,22,20,28,14,30,22,7,2,16,17
NEW ORLEANS HORNETS,240,32,82,6,29,10,14,13,21,24,11,6,13,20
NEW JERSEY NETS,240,23,70,2,12,17,29,11,26,12,6,3,13,18
NEW YORK KNICKS,240,34,83,1,6,10,17,20,34,17,10,3,15,30
MINNESOTA TIMBERWOLVES,240,37,82,8,14,11,14,14,36,21,7,8,16,18
PHOENIX SUNS,240,32,84,5,16,11,17,8,31,17,10,2,11,17
CHICAGO BULLS,240,38,82,3,11,17,27,16,28,29,9,8,13,17
TORONTO RAPTORS,240,37,80,5,18,12,17,11,29,18,11,5,17,23
ATLANTA HAWKS,240,31,91,7,22,15,19,16,28,18,8,5,13,22
WASHINGTON WIZARDS,240,33,75,6,21,22,28,12,39,19,6,4,16,17
