team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,33,63,9,13,21,28,9,28,16,7,4,14,20
ATLANTA HAWKS,240,36,79,4,17,18,28,15,25,23,9,2,9,21
WASHINGTON WIZARDS,240,31,73,9,22,18,29,6,29,22,11,5,24,22
BOSTON CELTICS,240,35,86,7,24,23,28,13,35,25,14,2,21,22
DALLAS MAVERICKS,240,41,84,6,21,18,21,11,27,26,9,10,13,12
CHICAGO BULLS,240,41,87,7,26,4,9,13,30,24,6,2,17,25
HOUSTON ROCKETS,240,29,72,7,20,13,16,14,35,17,7,6,17,25
INDIANA PACERS,240,28,76,3,15,15,23,12,25,19,10,4,15,19
UTAH JAZZ,240,33,86,1,8,15,22,21,24,16,7,4,12,31
LOS ANGELES CLIPPERS,240,29,61,6,14,29,40,10,31,20,9,6,18,26
SACRAMENTO KINGS,240,35,91,3,16,22,28,22,31,23,7,2,15,26
MEMPHIS GRIZZLIES,240,40,78,9,14,20,30,10,31,28,6,10,11,28
NEW JERSEY NETS,240,21,73,2,10,20,29,10,30,10,10,2,17,13
MIAMI HEAT,240,32,73,6,18,15,17,7,38,16,7,2,15,23
TORONTO RAPTORS,240,35,80,4,15,12,18,9,19,25,6,6,8,23
MILWAUKEE BUCKS,240,36,66,2,3,24,29,7,39,23,6,1,17,19
DETROIT PISTONS,240,27,72,6,12,19,23,9,36,19,8,8,15,15
MINNESOTA TIMBERWOLVES,240,31,85,4,14,14,15,12,35,18,9,6,12,17
DENVER NUGGETS,240,36,82,2,13,17,19,13,24,18,10,4,15,21
NEW ORLEANS HORNETS,240,36,70,3,8,22,27,6,30,24,7,8,18,21
ORLANDO MAGIC,240,35,81,9,26,19,26,13,31,24,6,4,13,19
PHILADELPHIA 76ERS,240,36,81,6,14,15,23,10,33,21,9,3,14,19
SAN ANTONIO SPURS,240,37,92,4,17,8,15,18,24,15,11,9,12,16
PHOENIX SUNS,240,31,68,8,14,14,20,10,35,16,6,3,20,23
