team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,28,76,2,12,25,29,14,25,15,6,4,17,21
ATLANTA HAWKS,240,35,77,3,9,20,27,12,35,19,9,2,14,21
DENVER NUGGETS,240,38,76,3,9,28,35,7,32,24,9,5,17,16
DALLAS MAVERICKS,240,42,87,6,21,12,16,12,31,19,9,8,18,23
MEMPHIS GRIZZLIES,240,31,78,2,13,14,18,13,29,17,7,6,12,17
DETROIT PISTONS,240,34,79,1,9,11,16,15,30,17,9,7,16,21
NEW JERSEY NETS,240,31,69,3,13,23,26,7,29,17,6,2,11,21
HOUSTON ROCKETS,240,28,64,5,11,16,24,7,24,21,6,2,13,20
BOSTON CELTICS,240,40,77,7,18,11,15,9,27,27,10,4,18,22
INDIANA PACERS,240,36,74,10,25,17,25,11,26,30,12,3,17,18
MIAMI HEAT,240,33,70,10,16,18,23,12,35,23,4,7,12,19
NEW ORLEANS HORNETS,240,26,79,4,16,14,19,16,26,14,4,10,11,21
PHOENIX SUNS,240,36,92,7,19,26,30,13,31,16,8,2,6,16
NEW YORK KNICKS,240,40,88,11,22,19,25,14,37,27,1,10,13,20
LOS ANGELES CLIPPERS,240,40,75,10,17,25,28,11,30,25,8,5,16,21
ORLANDO MAGIC,240,44,88,6,11,12,17,13,22,21,7,3,15,24
CHICAGO BULLS,265,39,92,4,20,13,21,13,33,28,8,5,11,19
PORTLAND TRAIL BLAZERS,265,40,82,5,19,17,23,7,36,29,5,5,13,22
UTAH JAZZ,240,30,70,3,8,18,24,10,28,16,7,4,13,29
SAN ANTONIO SPURS,240,28,77,5,17,24,35,14,27,12,7,7,9,21
SACRAMENTO KINGS,240,36,81,7,22,31,36,10,27,23,5,1,13,25
SEATTLE SUPERSONICS,240,34,77,7,23,28,32,12,28,24,6,4,14,29
