team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
HOUSTON ROCKETS,240,27,64,7,15,25,29,7,33,16,8,6,17,22
ATLANTA HAWKS,240,29,78,2,12,17,22,9,29,13,11,1,13,28
WASHINGTON WIZARDS,240,38,79,7,14,23,33,15,39,22,6,5,15,15
CLEVELAND CAVALIERS,240,37,89,3,6,11,18,15,24,23,8,8,9,26
DETROIT PISTONS,240,40,72,2,6,26,31,11,24,22,8,5,16,25
DALLAS MAVERICKS,240,41,74,7,15,22,25,8,21,23,9,7,15,21
NEW YORK KNICKS,240,31,75,4,12,10,15,10,38,15,8,7,17,21
MIAMI HEAT,240,25,82,1,15,13,21,15,29,12,7,7,10,16
NEW ORLEANS HORNETS,240,39,79,9,23,10,15,10,25,22,4,5,15,18
MILWAUKEE BUCKS,240,45,86,2,11,15,17,15,23,25,7,5,9,13
BOSTON CELTICS,240,38,72,9,19,25,37,6,34,20,17,3,19,27
PHILADELPHIA 76ERS,240,29,76,3,12,19,32,12,29,16,11,3,24,23
UTAH JAZZ,240,35,78,4,13,22,26,15,28,20,5,1,18,25
PHOENIX SUNS,240,30,64,7,19,25,32,6,24,17,12,14,16,23
