team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,36,79,2,11,23,28,7,32,23,7,6,19,22
CLEVELAND CAVALIERS,240,44,89,1,9,17,20,8,33,29,9,8,12,23
DETROIT PISTONS,240,40,83,4,15,13,17,22,34,33,10,8,18,17
DENVER NUGGETS,240,26,81,3,11,11,15,16,21,17,11,4,18,15
MEMPHIS GRIZZLIES,240,33,78,5,21,27,37,13,29,23,8,8,14,22
LOS ANGELES CLIPPERS,240,35,79,3,13,19,29,10,30,25,9,4,15,25
SACRAMENTO KINGS,240,33,84,7,23,23,30,9,33,23,9,6,10,23
MIAMI HEAT,240,34,81,7,22,27,39,12,41,22,6,4,14,22
CHICAGO BULLS,240,32,80,4,18,20,26,11,26,21,5,7,12,24
PHILADELPHIA 76ERS,240,34,76,3,10,26,35,13,36,24,6,5,12,21
SAN ANTONIO SPURS,240,42,84,6,13,17,20,14,28,22,8,3,14,17
PHOENIX SUNS,240,32,74,3,9,19,24,9,26,12,3,8,17,23
UTAH JAZZ,240,27,75,1,8,15,22,19,27,24,3,3,15,24
PORTLAND TRAIL BLAZERS,240,34,70,5,13,18,24,6,25,29,8,12,11,22
