team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SACRAMENTO KINGS,240,35,82,12,22,9,11,7,37,28,7,5,13,14
CHICAGO BULLS,240,34,88,5,18,10,14,15,36,25,10,2,12,18
SAN ANTONIO SPURS,240,35,91,3,14,14,19,11,33,17,10,8,12,17
CLEVELAND CAVALIERS,240,37,84,1,7,14,20,11,39,18,6,7,18,22
MINNESOTA TIMBERWOLVES,240,34,77,4,10,16,25,8,29,21,11,7,9,22
DETROIT PISTONS,240,33,77,4,12,17,25,15,36,20,4,5,16,22
PORTLAND TRAIL BLAZERS,240,34,84,5,12,21,26,19,31,19,6,9,10,19
GOLDEN STATE WARRIORS,240,34,82,8,19,17,21,15,31,18,3,5,8,21
PHILADELPHIA 76ERS,240,31,76,3,10,23,30,9,28,22,10,6,15,25
LOS ANGELES LAKERS,240,45,93,3,12,23,36,22,30,29,12,6,13,25
PHOENIX SUNS,240,37,90,3,12,15,22,18,31,14,13,4,21,25
MEMPHIS GRIZZLIES,240,36,87,2,14,23,29,16,32,20,12,13,18,22
ATLANTA HAWKS,240,33,79,6,18,20,25,11,19,20,13,6,18,18
MIAMI HEAT,240,48,81,10,13,19,22,13,32,30,8,8,18,20
UTAH JAZZ,240,29,73,4,12,30,34,16,30,21,11,3,16,27
NEW YORK KNICKS,240,24,63,4,11,26,38,10,20,15,10,9,17,26
DENVER NUGGETS,240,39,85,2,11,18,25,10,30,25,6,8,12,20
ORLANDO MAGIC,240,43,92,3,10,13,29,21,36,22,6,4,12,22
NEW JERSEY NETS,240,37,75,2,7,15,23,9,32,27,10,3,15,14
TORONTO RAPTORS,240,27,75,3,15,15,17,9,30,15,8,2,13,17
INDIANA PACERS,240,32,67,7,15,25,32,14,28,21,9,6,21,26
WASHINGTON WIZARDS,240,31,75,4,12,21,26,10,23,21,13,10,13,25
