team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,35,88,7,24,20,24,12,44,25,7,3,14,24
CHICAGO BULLS,240,30,87,3,15,20,24,13,31,21,2,2,13,22
GOLDEN STATE WARRIORS,240,37,69,4,12,25,35,7,32,23,6,7,13,24
CLEVELAND CAVALIERS,240,34,92,4,11,28,35,23,24,17,7,5,9,24
PHOENIX SUNS,240,41,92,9,22,12,16,19,22,24,5,1,16,19
DALLAS MAVERICKS,240,50,82,10,24,14,17,10,32,37,8,6,15,13
NEW YORK KNICKS,240,31,73,5,10,19,23,10,29,25,6,3,12,24
PHILADELPHIA 76ERS,240,27,72,1,10,20,26,14,28,18,5,11,14,21
NEW ORLEANS HORNETS,240,36,74,6,18,16,16,11,27,24,6,0,11,16
PORTLAND TRAIL BLAZERS,240,32,80,2,18,15,20,18,26,18,7,6,12,17
