team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW JERSEY NETS,240,41,85,7,17,16,23,11,35,28,10,4,12,19
CLEVELAND CAVALIERS,240,35,92,2,11,13,18,21,32,23,7,7,19,19
SACRAMENTO KINGS,240,37,79,11,25,11,14,10,23,31,9,2,15,22
DETROIT PISTONS,240,38,80,4,9,14,21,18,30,24,11,3,14,19
PHOENIX SUNS,240,37,77,5,17,20,31,11,28,22,4,2,20,20
GOLDEN STATE WARRIORS,240,43,82,4,10,20,24,10,27,27,15,6,11,21
LOS ANGELES LAKERS,240,30,75,6,12,21,30,11,24,17,7,4,10,18
HOUSTON ROCKETS,240,40,73,6,11,16,19,8,33,21,5,4,12,21
LOS ANGELES CLIPPERS,240,35,82,1,7,31,36,17,27,18,5,1,16,22
MEMPHIS GRIZZLIES,240,38,77,9,21,25,34,10,27,28,11,3,10,28
NEW YORK KNICKS,240,36,78,7,15,19,24,12,34,23,6,4,20,17
NEW ORLEANS HORNETS,240,40,82,9,20,17,21,10,33,21,12,2,14,18
MIAMI HEAT,240,41,76,8,14,21,26,15,31,25,7,3,16,19
ORLANDO MAGIC,240,37,77,4,12,20,25,8,16,21,8,3,11,17
WASHINGTON WIZARDS,240,31,67,2,15,24,34,9,26,15,6,2,17,22
PHILADELPHIA 76ERS,240,48,88,1,9,16,21,14,32,27,10,4,8,22
MINNESOTA TIMBERWOLVES,240,26,68,3,4,22,28,8,31,14,10,8,15,16
UTAH JAZZ,240,25,66,4,9,12,16,7,28,14,7,9,14,24
