team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SEATTLE SUPERSONICS,240,37,81,13,29,31,42,8,35,25,8,2,8,30
ATLANTA HAWKS,240,31,76,9,27,39,44,11,29,17,6,1,16,27
CHICAGO BULLS,240,36,91,3,12,12,19,16,27,22,9,12,20,17
CLEVELAND CAVALIERS,240,42,93,8,13,19,29,23,34,29,13,13,20,15
PHILADELPHIA 76ERS,240,29,75,3,10,18,20,10,31,19,10,9,21,20
MEMPHIS GRIZZLIES,240,33,81,3,12,13,20,11,29,20,15,11,20,17
NEW ORLEANS HORNETS,240,28,73,10,26,17,20,14,25,10,2,2,20,19
MIAMI HEAT,240,34,79,6,15,22,26,14,30,16,8,6,13,22
PORTLAND TRAIL BLAZERS,240,42,87,4,16,12,12,12,30,24,7,5,10,17
MILWAUKEE BUCKS,240,38,77,7,14,16,21,9,26,31,6,1,12,14
SACRAMENTO KINGS,240,31,82,4,12,11,15,7,32,19,10,2,12,13
NEW JERSEY NETS,240,39,79,8,16,8,10,7,41,32,6,7,16,14
WASHINGTON WIZARDS,265,40,81,4,11,26,35,11,35,19,4,3,21,30
NEW YORK KNICKS,265,43,99,3,10,25,33,23,27,23,14,2,13,31
LOS ANGELES CLIPPERS,240,37,82,6,15,30,38,15,34,21,7,6,14,19
PHOENIX SUNS,240,39,83,1,6,19,27,12,31,11,9,4,12,24
