team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,35,81,3,11,14,22,14,23,21,9,2,14,19
ATLANTA HAWKS,240,37,74,6,15,17,21,14,27,21,10,3,18,19
PHOENIX SUNS,240,42,95,2,11,6,9,18,25,24,13,6,12,23
DENVER NUGGETS,240,35,69,4,10,23,29,8,31,23,6,9,18,17
NEW YORK KNICKS,240,29,73,3,10,10,15,7,29,22,6,2,16,19
HOUSTON ROCKETS,240,38,78,2,14,8,13,7,34,17,8,5,11,16
GOLDEN STATE WARRIORS,240,36,84,10,25,20,25,17,31,17,6,5,14,19
LOS ANGELES CLIPPERS,240,39,95,8,17,20,27,25,25,19,8,5,11,22
LOS ANGELES LAKERS,240,29,83,3,15,21,30,15,38,17,4,1,12,19
MEMPHIS GRIZZLIES,240,36,76,4,17,12,23,6,38,22,10,5,12,25
ORLANDO MAGIC,240,41,84,6,17,14,21,11,16,29,6,1,10,23
MILWAUKEE BUCKS,240,42,75,5,10,24,31,14,29,26,7,8,15,17
PHILADELPHIA 76ERS,240,35,72,2,12,20,27,11,33,18,7,4,13,21
NEW ORLEANS HORNETS,240,32,85,4,20,18,24,12,24,22,7,6,10,21
NEW JERSEY NETS,240,29,78,7,15,11,16,7,31,20,7,4,14,21
SAN ANTONIO SPURS,240,39,81,5,13,16,25,13,36,21,6,7,12,17
MINNESOTA TIMBERWOLVES,240,41,73,4,8,22,28,12,31,19,7,8,17,25
TORONTO RAPTORS,240,37,83,4,13,19,23,9,16,17,7,4,13,20
