team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
HOUSTON ROCKETS,240,41,78,8,16,12,13,11,37,24,8,10,17,17
LOS ANGELES CLIPPERS,240,28,79,2,5,21,28,14,25,16,11,2,13,16
CLEVELAND CAVALIERS,240,29,72,1,3,15,21,10,31,17,6,7,18,30
MEMPHIS GRIZZLIES,240,30,75,7,13,25,35,16,33,25,11,2,15,18
BOSTON CELTICS,240,35,77,8,25,23,28,10,30,16,3,3,15,29
MIAMI HEAT,240,31,74,5,17,37,43,11,29,24,8,5,12,24
WASHINGTON WIZARDS,240,34,84,12,26,27,38,18,23,21,7,3,13,31
MILWAUKEE BUCKS,240,42,84,1,10,31,35,16,36,31,4,4,13,23
CHICAGO BULLS,240,28,79,7,23,19,25,10,29,15,7,3,13,22
NEW YORK KNICKS,240,34,75,3,9,25,30,11,38,24,8,8,16,22
DENVER NUGGETS,240,42,92,8,15,19,22,20,29,20,11,6,18,28
PHOENIX SUNS,240,31,71,6,13,28,39,9,32,20,11,4,23,24
GOLDEN STATE WARRIORS,240,35,90,6,18,5,6,16,33,19,3,1,14,18
PORTLAND TRAIL BLAZERS,240,34,72,4,9,15,18,4,32,21,9,12,8,12
SEATTLE SUPERSONICS,240,27,76,4,14,17,20,12,22,12,11,4,15,19
SAN ANTONIO SPURS,240,41,77,4,12,10,11,10,36,20,6,8,16,19
INDIANA PACERS,240,34,73,2,13,24,27,11,34,18,4,6,15,22
TORONTO RAPTORS,240,36,84,8,17,10,13,9,24,18,7,3,10,26
