team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MEMPHIS GRIZZLIES,290,47,93,9,22,33,46,12,31,27,9,8,20,35
ATLANTA HAWKS,290,41,100,6,21,45,50,18,31,20,14,3,12,36
MINNESOTA TIMBERWOLVES,240,34,80,5,11,21,22,9,27,25,9,10,11,19
HOUSTON ROCKETS,240,38,83,3,11,9,13,14,33,22,7,4,17,17
CHICAGO BULLS,240,31,79,6,19,28,34,14,36,13,5,2,17,27
MIAMI HEAT,240,35,81,6,21,29,35,8,27,17,10,3,9,25
BOSTON CELTICS,240,27,69,6,21,24,35,10,29,13,13,4,17,24
NEW JERSEY NETS,240,29,83,3,18,19,23,21,35,21,7,5,20,28
PORTLAND TRAIL BLAZERS,240,34,68,3,11,20,23,6,30,17,7,10,13,14
NEW YORK KNICKS,240,38,81,3,9,13,16,12,28,18,10,3,11,21
WASHINGTON WIZARDS,240,33,83,3,15,26,43,14,26,11,8,3,13,25
PHOENIX SUNS,240,37,75,2,12,25,33,8,35,16,7,6,16,29
CLEVELAND CAVALIERS,240,37,78,3,4,16,17,10,23,23,7,3,18,19
SAN ANTONIO SPURS,240,44,86,4,11,9,14,17,28,20,5,6,15,18
