team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,34,79,4,11,20,21,14,33,19,10,8,25,25
BOSTON CELTICS,240,26,82,2,21,20,29,20,26,13,14,3,20,20
CHICAGO BULLS,240,30,88,5,11,16,27,20,25,15,9,1,14,23
GOLDEN STATE WARRIORS,240,36,71,7,17,22,29,10,39,22,5,7,20,23
MINNESOTA TIMBERWOLVES,240,35,73,4,15,23,28,8,33,22,7,3,12,22
LOS ANGELES LAKERS,240,31,79,6,14,16,24,13,26,22,6,3,11,22
UTAH JAZZ,240,29,69,7,11,20,30,16,28,16,5,6,15,27
MEMPHIS GRIZZLIES,240,25,58,3,8,26,33,5,21,16,6,8,16,28
LOS ANGELES CLIPPERS,240,33,73,6,15,16,21,12,26,13,11,6,24,30
MIAMI HEAT,240,32,75,5,16,28,34,14,28,12,14,5,18,20
CLEVELAND CAVALIERS,240,36,91,3,15,20,28,19,33,22,8,6,13,24
MILWAUKEE BUCKS,240,40,85,5,8,16,23,9,34,28,4,4,10,19
NEW ORLEANS HORNETS,240,30,87,6,27,16,18,19,26,17,5,5,17,18
PHILADELPHIA 76ERS,240,33,76,4,10,15,25,17,31,19,11,7,14,12
DETROIT PISTONS,265,33,82,2,7,22,27,10,35,11,8,3,17,21
TORONTO RAPTORS,265,36,87,5,14,12,19,14,30,15,6,7,13,24
PHOENIX SUNS,240,41,94,6,26,12,20,11,30,26,17,3,16,33
WASHINGTON WIZARDS,240,35,81,7,20,28,47,21,38,22,11,6,24,23
