team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,38,97,7,20,10,16,13,24,20,9,0,11,20
BOSTON CELTICS,240,38,76,6,21,19,25,11,39,24,5,6,16,18
GOLDEN STATE WARRIORS,240,40,89,11,23,8,12,14,31,27,8,5,15,20
DALLAS MAVERICKS,240,41,88,6,19,17,20,12,34,26,8,4,13,13
LOS ANGELES LAKERS,240,32,83,4,13,23,30,6,31,26,12,8,16,23
DENVER NUGGETS,240,46,93,5,13,16,21,17,43,31,11,6,18,23
HOUSTON ROCKETS,240,24,72,7,22,11,19,10,31,10,5,6,15,23
DETROIT PISTONS,240,31,78,6,15,17,23,13,37,22,8,8,9,20
CHICAGO BULLS,240,38,80,1,10,18,19,12,26,20,6,4,13,26
MIAMI HEAT,240,38,70,5,11,21,28,8,23,21,5,1,15,22
PHOENIX SUNS,240,35,80,6,14,11,12,9,26,19,10,3,19,23
MILWAUKEE BUCKS,240,37,85,3,18,18,25,16,29,20,13,4,16,18
WASHINGTON WIZARDS,240,32,83,5,17,18,30,17,32,21,10,5,17,19
NEW ORLEANS HORNETS,240,36,79,8,17,17,25,12,33,26,13,5,14,20
LOS ANGELES CLIPPERS,240,27,70,3,13,23,28,12,24,17,9,1,19,20
PHILADELPHIA 76ERS,240,42,83,1,7,15,20,15,29,25,10,4,15,20
SACRAMENTO KINGS,240,32,85,6,25,23,28,13,37,24,5,3,13,13
SEATTLE SUPERSONICS,240,40,91,12,32,12,16,12,36,24,10,4,10,24
CLEVELAND CAVALIERS,240,30,84,1,8,8,12,19,31,12,8,2,12,19
TORONTO RAPTORS,240,30,81,6,20,9,16,16,31,18,8,6,13,15
