team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
DETROIT PISTONS,240,35,71,5,10,28,32,9,22,21,9,4,9,19,2008-05-22,away,win,103.0,BOSTON CELTICS,97.0,0.330188679245283,0.3333333333333333,31
BOSTON CELTICS,240,35,72,5,19,22,25,13,26,19,5,6,12,22,2008-05-22,home,loss,97.0,DETROIT PISTONS,103.0,0.32710280373831774,0.20833333333333334,39
