team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
UTAH JAZZ,240,32,75,5,16,27,39,12,32,18,5,5,17,18,2008-03-11,away,loss,96.0,CHICAGO BULLS,108.0,0.29906542056074764,0.23809523809523808,44
CHICAGO BULLS,240,42,90,9,18,15,21,15,34,27,10,6,11,25,2008-03-11,home,win,108.0,UTAH JAZZ,96.0,0.3181818181818182,0.3333333333333333,49
SEATTLE SUPERSONICS,240,42,83,5,8,18,23,5,31,21,6,1,14,23,2008-03-11,away,loss,107.0,INDIANA PACERS,114.0,0.336,0.38461538461538464,36
INDIANA PACERS,240,42,92,7,24,23,28,13,31,21,7,8,12,21,2008-03-11,home,win,114.0,SEATTLE SUPERSONICS,107.0,0.31343283582089554,0.22580645161290322,44
TORONTO RAPTORS,240,41,89,7,16,19,22,12,28,22,7,2,10,16,2008-03-11,away,loss,108.0,LOS ANGELES LAKERS,117.0,0.3153846153846154,0.30434782608695654,40
LOS ANGELES LAKERS,240,45,84,15,32,12,15,9,27,32,8,7,11,17,2008-03-11,home,win,117.0,TORONTO RAPTORS,108.0,0.3488372093023256,0.3191489361702128,36
PORTLAND TRAIL BLAZERS,240,37,81,7,21,22,26,13,28,23,5,5,7,8,2008-03-11,away,win,103.0,MINNESOTA TIMBERWOLVES,96.0,0.3135593220338983,0.25,41
MINNESOTA TIMBERWOLVES,240,41,83,6,11,8,9,10,28,24,5,2,12,19,2008-03-11,home,loss,96.0,PORTLAND TRAIL BLAZERS,103.0,0.33064516129032256,0.35294117647058826,38
MEMPHIS GRIZZLIES,240,40,96,6,21,25,31,12,27,18,4,2,11,20,2008-03-11,away,loss,111.0,PHOENIX SUNS,132.0,0.29411764705882354,0.2222222222222222,39
PHOENIX SUNS,240,56,94,4,15,16,19,8,37,35,3,8,11,26,2008-03-11,home,win,132.0,MEMPHIS GRIZZLIES,111.0,0.37333333333333335,0.21052631578947367,45
MILWAUKEE BUCKS,240,38,89,4,15,17,23,19,28,20,7,4,19,21,2008-03-11,away,loss,97.0,WASHINGTON WIZARDS,105.0,0.2992125984251969,0.21052631578947367,47
WASHINGTON WIZARDS,240,42,84,4,10,17,23,12,28,26,9,8,16,18,2008-03-11,home,win,105.0,MILWAUKEE BUCKS,97.0,0.3333333333333333,0.2857142857142857,40
