team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
BOSTON CELTICS,240,33,77,8,22,24,31,11,26,20,6,2,18,28,2008-06-15,away,loss,98.0,LOS ANGELES LAKERS,103.0,0.3,0.26666666666666666,37
LOS ANGELES LAKERS,240,36,79,8,27,23,31,10,30,19,11,7,17,28,2008-06-15,home,win,103.0,BOSTON CELTICS,98.0,0.3130434782608696,0.22857142857142856,40
