team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
PORTLAND TRAIL BLAZERS,265,43,92,8,17,17,22,14,25,22,6,4,8,24,2008-01-21,away,win,111.0,ATLANTA HAWKS,109.0,0.31851851851851853,0.32,39
ATLANTA HAWKS,265,35,81,9,17,30,36,14,32,25,4,5,11,19,2008-01-21,home,loss,109.0,PORTLAND TRAIL BLAZERS,111.0,0.3017241379310345,0.34615384615384615,46
SAN ANTONIO SPURS,240,37,76,8,16,13,18,12,30,18,11,10,11,13,2008-01-21,away,win,95.0,CHARLOTTE BOBCATS,86.0,0.3274336283185841,0.3333333333333333,42
CHARLOTTE BOBCATS,240,38,81,2,14,8,11,8,27,24,8,4,12,15,2008-01-21,home,loss,86.0,SAN ANTONIO SPURS,95.0,0.31932773109243695,0.125,35
MINNESOTA TIMBERWOLVES,240,40,79,9,20,20,29,7,39,26,7,1,15,22,2008-01-21,away,win,109.0,GOLDEN STATE WARRIORS,108.0,0.33613445378151263,0.3103448275862069,46
GOLDEN STATE WARRIORS,240,37,85,10,32,24,33,13,32,21,11,3,11,21,2008-01-21,home,loss,108.0,MINNESOTA TIMBERWOLVES,109.0,0.30327868852459017,0.23809523809523808,45
SEATTLE SUPERSONICS,240,39,92,3,14,8,14,13,33,27,7,3,15,26,2008-01-21,away,loss,89.0,HOUSTON ROCKETS,96.0,0.29770992366412213,0.17647058823529413,46
HOUSTON ROCKETS,240,37,87,1,12,21,31,14,32,21,8,10,10,18,2008-01-21,home,win,96.0,SEATTLE SUPERSONICS,89.0,0.29838709677419356,0.07692307692307693,46
UTAH JAZZ,240,45,79,5,11,14,19,9,28,31,15,2,19,25,2008-01-21,away,win,109.0,LOS ANGELES CLIPPERS,93.0,0.3629032258064516,0.3125,37
LOS ANGELES CLIPPERS,240,34,70,3,10,22,33,7,23,20,7,5,20,15,2008-01-21,home,loss,93.0,UTAH JAZZ,109.0,0.3269230769230769,0.23076923076923078,30
DENVER NUGGETS,240,39,87,5,12,16,22,12,33,27,6,6,16,27,2008-01-21,away,loss,99.0,LOS ANGELES LAKERS,116.0,0.30952380952380953,0.29411764705882354,45
LOS ANGELES LAKERS,240,40,84,11,25,25,34,11,34,29,5,6,12,21,2008-01-21,home,win,116.0,DENVER NUGGETS,99.0,0.3225806451612903,0.3055555555555556,45
CHICAGO BULLS,240,35,96,9,22,11,14,19,24,19,10,2,10,23,2008-01-21,away,loss,90.0,MEMPHIS GRIZZLIES,104.0,0.26717557251908397,0.2903225806451613,43
MEMPHIS GRIZZLIES,240,37,71,8,17,22,28,9,38,23,5,6,15,16,2008-01-21,home,win,104.0,CHICAGO BULLS,90.0,0.3425925925925926,0.32,47
CLEVELAND CAVALIERS,240,40,86,4,12,13,17,14,28,16,10,6,14,21,2008-01-21,away,win,97.0,MIAMI HEAT,90.0,0.31746031746031744,0.25,42
MIAMI HEAT,240,37,83,1,13,15,20,11,26,14,8,3,13,20,2008-01-21,home,loss,90.0,CLEVELAND CAVALIERS,97.0,0.30833333333333335,0.07142857142857142,37
MILWAUKEE BUCKS,240,34,78,8,19,16,20,12,32,19,1,4,10,22,2008-01-21,away,loss,92.0,NEW ORLEANS HORNETS,106.0,0.30357142857142855,0.2962962962962963,44
NEW ORLEANS HORNETS,240,40,85,9,22,17,25,17,30,26,6,4,6,18,2008-01-21,home,win,106.0,MILWAUKEE BUCKS,92.0,0.32,0.2903225806451613,47
BOSTON CELTICS,240,41,75,4,11,23,29,11,31,18,10,1,15,22,2008-01-21,away,win,109.0,NEW YORK KNICKS,93.0,0.35344827586206895,0.26666666666666666,42
NEW YORK KNICKS,240,32,74,1,15,28,33,9,27,16,9,0,16,25,2008-01-21,home,loss,93.0,BOSTON CELTICS,109.0,0.3018867924528302,0.0625,36
DETROIT PISTONS,240,35,80,7,13,23,30,11,23,14,10,2,11,28,2008-01-21,away,loss,100.0,ORLANDO MAGIC,102.0,0.30434782608695654,0.35,34
ORLANDO MAGIC,240,33,65,8,17,28,37,5,31,19,6,5,12,21,2008-01-21,home,win,102.0,DETROIT PISTONS,100.0,0.336734693877551,0.32,36
INDIANA PACERS,240,41,79,14,25,14,20,8,30,35,9,2,18,26,2008-01-21,away,win,110.0,PHILADELPHIA 76ERS,103.0,0.3416666666666667,0.358974358974359,38
PHILADELPHIA 76ERS,240,39,88,4,13,21,34,16,28,21,9,2,14,21,2008-01-21,home,loss,103.0,INDIANA PACERS,110.0,0.30708661417322836,0.23529411764705882,44
DALLAS MAVERICKS,240,31,75,5,18,17,19,11,29,15,4,6,16,17,2008-01-21,away,loss,84.0,WASHINGTON WIZARDS,102.0,0.29245283018867924,0.21739130434782608,40
WASHINGTON WIZARDS,240,39,86,11,22,13,16,11,25,22,11,5,7,18,2008-01-21,home,win,102.0,DALLAS MAVERICKS,84.0,0.312,0.3333333333333333,36
