team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MILWAUKEE BUCKS,240,31,70,3,17,15,19,9,25,16,10,7,19,18,2007-11-28,away,loss,80.0,ATLANTA HAWKS,96.0,0.3069306930693069,0.15,34
ATLANTA HAWKS,240,35,74,6,11,20,24,13,25,18,10,5,13,17,2007-11-28,home,win,96.0,MILWAUKEE BUCKS,80.0,0.3211009174311927,0.35294117647058826,38
MINNESOTA TIMBERWOLVES,240,41,83,1,8,20,28,15,25,14,8,4,14,29,2007-11-28,away,loss,103.0,DALLAS MAVERICKS,109.0,0.33064516129032256,0.1111111111111111,40
DALLAS MAVERICKS,240,38,76,1,10,32,39,12,32,21,7,2,12,22,2007-11-28,home,win,109.0,MINNESOTA TIMBERWOLVES,103.0,0.3333333333333333,0.09090909090909091,44
CLEVELAND CAVALIERS,240,28,70,6,15,12,17,6,17,14,6,0,15,21,2007-11-28,away,loss,74.0,DETROIT PISTONS,109.0,0.2857142857142857,0.2857142857142857,23
DETROIT PISTONS,240,45,77,2,11,17,23,13,30,30,9,9,11,12,2007-11-28,home,win,109.0,CLEVELAND CAVALIERS,74.0,0.36885245901639346,0.15384615384615385,43
UTAH JAZZ,240,39,71,2,6,26,33,9,27,32,9,2,12,19,2007-11-28,away,win,106.0,PHILADELPHIA 76ERS,95.0,0.35454545454545455,0.25,36
PHILADELPHIA 76ERS,240,33,77,5,16,24,34,16,23,20,8,7,16,23,2007-11-28,home,loss,95.0,UTAH JAZZ,106.0,0.3,0.23809523809523808,39
HOUSTON ROCKETS,240,41,79,8,16,10,15,6,41,23,6,8,17,15,2007-11-28,away,win,100.0,PHOENIX SUNS,94.0,0.3416666666666667,0.3333333333333333,47
PHOENIX SUNS,240,34,82,7,17,19,23,6,28,18,9,6,12,15,2007-11-28,home,loss,94.0,HOUSTON ROCKETS,100.0,0.29310344827586204,0.2916666666666667,34
INDIANA PACERS,240,34,79,8,26,19,26,15,36,24,10,5,18,17,2007-11-28,away,win,95.0,PORTLAND TRAIL BLAZERS,89.0,0.3008849557522124,0.23529411764705882,51
PORTLAND TRAIL BLAZERS,240,36,90,8,24,9,13,15,32,26,10,2,17,20,2007-11-28,home,loss,89.0,INDIANA PACERS,95.0,0.2857142857142857,0.25,47
GOLDEN STATE WARRIORS,240,37,89,8,31,21,26,13,33,19,12,8,17,31,2007-11-28,away,win,103.0,SACRAMENTO KINGS,96.0,0.29365079365079366,0.20512820512820512,46
SACRAMENTO KINGS,240,30,87,5,18,31,36,19,37,10,8,5,19,23,2007-11-28,home,loss,96.0,GOLDEN STATE WARRIORS,103.0,0.2564102564102564,0.21739130434782608,56
WASHINGTON WIZARDS,240,35,75,8,15,16,20,6,30,22,1,7,10,16,2007-11-28,away,loss,94.0,SAN ANTONIO SPURS,109.0,0.3181818181818182,0.34782608695652173,36
SAN ANTONIO SPURS,240,43,76,10,21,13,17,4,34,30,5,2,7,13,2007-11-28,home,win,109.0,WASHINGTON WIZARDS,94.0,0.36134453781512604,0.3225806451612903,38
ORLANDO MAGIC,240,36,83,10,30,28,37,13,42,26,6,7,15,21,2007-11-28,away,win,110.0,SEATTLE SUPERSONICS,94.0,0.3025210084033613,0.25,55
SEATTLE SUPERSONICS,240,34,96,5,18,21,26,18,30,18,6,6,11,25,2007-11-28,home,loss,94.0,ORLANDO MAGIC,110.0,0.26153846153846155,0.21739130434782608,48
MEMPHIS GRIZZLIES,240,30,78,8,21,23,32,9,29,13,4,5,7,8,2007-11-28,away,loss,91.0,TORONTO RAPTORS,103.0,0.2777777777777778,0.27586206896551724,38
TORONTO RAPTORS,240,44,86,8,20,7,9,9,37,28,1,6,9,24,2007-11-28,home,win,103.0,MEMPHIS GRIZZLIES,91.0,0.3384615384615385,0.2857142857142857,46
