team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
GOLDEN STATE WARRIORS,240,29,87,4,22,20,28,16,24,11,11,1,15,22,away,loss,82.0,BOSTON CELTICS,105.0
BOSTON CELTICS,240,38,79,7,21,22,28,12,40,26,9,7,17,18,home,win,105.0,GOLDEN STATE WARRIORS,82.0
WASHINGTON WIZARDS,265,39,87,4,15,32,40,16,37,15,10,8,14,25,away,win,114.0,CHARLOTTE BOBCATS,111.0
CHARLOTTE BOBCATS,265,40,90,11,29,20,29,11,29,22,7,6,16,30,home,loss,111.0,WASHINGTON WIZARDS,114.0
NEW YORK KNICKS,240,36,80,6,15,8,14,12,29,22,6,7,13,20,away,loss,86.0,DETROIT PISTONS,98.0
DETROIT PISTONS,240,37,76,8,18,16,23,11,25,29,7,7,9,15,home,win,98.0,NEW YORK KNICKS,86.0
DALLAS MAVERICKS,240,38,88,4,10,20,24,13,34,15,7,5,10,15,away,win,100.0,HOUSTON ROCKETS,94.0
HOUSTON ROCKETS,240,35,79,10,23,14,18,7,39,21,5,9,17,18,home,loss,94.0,DALLAS MAVERICKS,100.0
DENVER NUGGETS,240,34,87,4,22,18,31,12,28,16,13,3,13,31,away,loss,90.0,LOS ANGELES CLIPPERS,101.0
LOS ANGELES CLIPPERS,240,33,70,8,15,27,36,9,41,21,7,9,24,28,home,win,101.0,DENVER NUGGETS,90.0
TORONTO RAPTORS,240,36,92,11,21,12,13,11,36,21,7,2,7,22,away,win,95.0,MEMPHIS GRIZZLIES,89.0
MEMPHIS GRIZZLIES,240,32,79,5,24,20,25,9,42,17,3,7,13,14,home,loss,89.0,TORONTO RAPTORS,95.0
ATLANTA HAWKS,240,27,77,6,16,22,28,16,29,14,11,3,14,23,away,win,82.0,MIAMI HEAT,79.0
MIAMI HEAT,240,25,59,3,9,26,35,7,31,16,8,11,17,24,home,loss,79.0,ATLANTA HAWKS,82.0
LOS ANGELES LAKERS,240,31,72,6,22,35,40,6,29,19,8,2,13,22,away,loss,103.0,MILWAUKEE BUCKS,110.0
MILWAUKEE BUCKS,240,40,81,8,17,22,25,5,33,27,3,4,13,27,home,win,110.0,LOS ANGELES LAKERS,103.0
CLEVELAND CAVALIERS,240,34,73,6,20,23,33,12,30,15,8,8,15,19,away,win,97.0,MINNESOTA TIMBERWOLVES,86.0
MINNESOTA TIMBERWOLVES,240,37,81,4,13,8,13,11,26,20,4,6,15,22,home,loss,86.0,CLEVELAND CAVALIERS,97.0
INDIANA PACERS,240,41,89,9,25,14,20,12,39,25,6,4,7,17,away,win,105.0,NEW ORLEANS HORNETS,93.0
NEW ORLEANS HORNETS,240,34,87,8,30,17,20,11,34,17,4,4,9,18,home,loss,93.0,INDIANA PACERS,105.0
SACRAMENTO KINGS,240,43,95,3,17,22,34,20,35,12,3,4,13,20,away,loss,111.0,PHOENIX SUNS,127.0
PHOENIX SUNS,240,49,92,10,24,19,21,7,31,33,7,7,7,23,home,win,127.0,SACRAMENTO KINGS,111.0
NEW JERSEY NETS,240,36,67,13,26,21,32,7,25,28,5,1,14,22,away,win,106.0,PORTLAND TRAIL BLAZERS,101.0
PORTLAND TRAIL BLAZERS,240,37,68,7,13,20,27,6,28,24,7,4,15,26,home,loss,101.0,NEW JERSEY NETS,106.0
ORLANDO MAGIC,240,42,75,10,20,16,24,3,34,20,2,4,11,21,away,loss,110.0,SAN ANTONIO SPURS,128.0
SAN ANTONIO SPURS,240,48,93,13,24,19,24,9,31,30,4,2,3,19,home,win,128.0,ORLANDO MAGIC,110.0
