team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
ORLANDO MAGIC,240,35,85,10,29,10,18,9,27,21,12,5,12,24,away,loss,90.0,ATLANTA HAWKS,98.0
ATLANTA HAWKS,240,36,76,7,17,19,25,9,35,26,7,6,18,16,home,win,98.0,ORLANDO MAGIC,90.0
MIAMI HEAT,240,32,78,5,18,13,17,9,29,18,8,7,13,19,away,loss,82.0,CHARLOTTE BOBCATS,94.0
CHARLOTTE BOBCATS,240,36,81,3,13,19,24,11,34,22,8,5,13,17,home,win,94.0,MIAMI HEAT,82.0
INDIANA PACERS,240,38,87,13,26,19,25,12,31,18,12,5,13,22,away,win,108.0,CHICAGO BULLS,101.0
CHICAGO BULLS,240,41,85,2,9,17,22,13,36,24,7,4,17,20,home,loss,101.0,INDIANA PACERS,108.0
PORTLAND TRAIL BLAZERS,240,32,85,4,19,15,18,18,36,20,5,1,8,18,away,win,83.0,LOS ANGELES CLIPPERS,72.0
LOS ANGELES CLIPPERS,240,29,74,1,11,13,18,9,32,15,4,5,10,17,home,loss,72.0,PORTLAND TRAIL BLAZERS,83.0
SACRAMENTO KINGS,240,43,89,8,20,17,22,13,33,20,4,7,9,22,away,loss,111.0,MEMPHIS GRIZZLIES,117.0
MEMPHIS GRIZZLIES,240,41,81,12,25,23,35,8,32,21,5,6,9,20,home,win,117.0,SACRAMENTO KINGS,111.0
CLEVELAND CAVALIERS,240,34,91,7,24,23,29,19,32,18,5,4,13,22,away,loss,98.0,MILWAUKEE BUCKS,108.0
MILWAUKEE BUCKS,240,42,81,7,13,17,24,5,34,26,6,5,10,19,home,win,108.0,CLEVELAND CAVALIERS,98.0
NEW YORK KNICKS,240,37,85,7,20,12,16,11,22,20,5,1,13,18,away,loss,93.0,MINNESOTA TIMBERWOLVES,114.0
MINNESOTA TIMBERWOLVES,240,42,79,5,16,25,29,8,36,29,11,5,9,13,home,win,114.0,NEW YORK KNICKS,93.0
BOSTON CELTICS,240,41,74,7,21,17,22,11,33,21,4,2,20,26,away,loss,106.0,NEW ORLEANS HORNETS,113.0
NEW ORLEANS HORNETS,240,39,77,10,23,25,29,7,22,19,13,3,9,21,home,win,113.0,BOSTON CELTICS,106.0
NEW JERSEY NETS,240,31,82,4,18,21,25,15,30,18,7,4,14,20,away,loss,87.0,PHILADELPHIA 76ERS,91.0
PHILADELPHIA 76ERS,240,31,81,4,14,25,35,18,32,15,10,8,14,20,home,win,91.0,NEW JERSEY NETS,87.0
HOUSTON ROCKETS,240,44,98,5,11,20,27,15,20,16,11,4,5,26,away,loss,113.0,PHOENIX SUNS,122.0
PHOENIX SUNS,240,39,69,6,14,38,40,6,35,24,3,7,16,23,home,win,122.0,HOUSTON ROCKETS,113.0
SEATTLE SUPERSONICS,240,38,79,4,12,21,25,8,30,14,2,5,16,25,away,loss,101.0,UTAH JAZZ,115.0
UTAH JAZZ,240,41,86,6,23,27,38,16,30,26,7,4,10,24,home,win,115.0,SEATTLE SUPERSONICS,101.0
