team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
DETROIT PISTONS,240,44,81,7,14,8,12,8,36,28,5,7,12,24,away,win,103.0,LOS ANGELES CLIPPERS,73.0
LOS ANGELES CLIPPERS,240,24,69,1,6,24,34,10,27,12,4,2,13,15,home,loss,73.0,DETROIT PISTONS,103.0
UTAH JAZZ,240,45,79,8,17,15,22,7,32,37,11,2,15,28,away,win,113.0,MEMPHIS GRIZZLIES,92.0
MEMPHIS GRIZZLIES,240,32,70,6,24,22,36,11,27,14,6,3,18,24,home,loss,92.0,UTAH JAZZ,113.0
SAN ANTONIO SPURS,240,35,75,6,21,20,29,7,35,17,6,2,14,28,away,win,96.0,MILWAUKEE BUCKS,94.0
MILWAUKEE BUCKS,240,33,83,4,12,24,33,12,34,14,7,5,10,22,home,loss,94.0,SAN ANTONIO SPURS,96.0
NEW YORK KNICKS,240,36,89,4,10,16,21,11,26,15,4,2,9,26,away,loss,92.0,ORLANDO MAGIC,118.0
ORLANDO MAGIC,240,41,79,8,24,28,37,14,40,22,7,2,11,17,home,win,118.0,NEW YORK KNICKS,92.0
PHILADELPHIA 76ERS,240,51,90,3,7,14,23,12,27,20,13,3,10,17,away,win,119.0,PHOENIX SUNS,114.0
PHOENIX SUNS,240,43,87,9,23,19,19,13,27,25,2,3,18,19,home,loss,114.0,PHILADELPHIA 76ERS,119.0
