team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
TORONTO RAPTORS,240,34,86,4,15,11,13,9,26,20,7,3,7,13,2008-03-21,away,loss,83.0,CLEVELAND CAVALIERS,90.0,0.2833333333333333,0.21052631578947367,35
CLEVELAND CAVALIERS,240,36,77,5,20,13,17,13,38,21,3,4,15,12,2008-03-21,home,win,90.0,TORONTO RAPTORS,83.0,0.3185840707964602,0.2,51
HOUSTON ROCKETS,240,40,84,8,22,21,26,10,31,22,5,2,13,22,2008-03-21,away,win,109.0,GOLDEN STATE WARRIORS,106.0,0.3225806451612903,0.26666666666666666,41
GOLDEN STATE WARRIORS,240,43,93,8,24,12,18,20,28,17,10,8,12,17,2008-03-21,home,loss,106.0,HOUSTON ROCKETS,109.0,0.3161764705882353,0.25,48
MINNESOTA TIMBERWOLVES,240,46,82,9,18,12,17,6,30,21,7,7,16,24,2008-03-21,away,loss,113.0,INDIANA PACERS,124.0,0.359375,0.3333333333333333,36
INDIANA PACERS,240,42,85,16,27,24,33,14,32,27,11,4,11,19,2008-03-21,home,win,124.0,MINNESOTA TIMBERWOLVES,113.0,0.33070866141732286,0.37209302325581395,46
SEATTLE SUPERSONICS,240,42,90,5,13,16,21,19,22,20,5,0,16,12,2008-03-21,away,loss,105.0,LOS ANGELES LAKERS,130.0,0.3181818181818182,0.2777777777777778,41
LOS ANGELES LAKERS,240,51,84,12,23,16,19,9,30,36,8,0,9,18,2008-03-21,home,win,130.0,SEATTLE SUPERSONICS,105.0,0.37777777777777777,0.34285714285714286,39
WASHINGTON WIZARDS,240,41,77,11,26,10,19,10,28,25,10,5,12,19,2008-03-21,away,win,103.0,MIAMI HEAT,86.0,0.3474576271186441,0.2972972972972973,38
MIAMI HEAT,240,31,67,9,26,15,21,4,27,23,6,5,13,20,2008-03-21,home,loss,86.0,WASHINGTON WIZARDS,103.0,0.3163265306122449,0.2571428571428571,31
DENVER NUGGETS,240,48,89,7,16,22,33,8,26,31,13,3,9,23,2008-03-21,away,win,125.0,NEW JERSEY NETS,114.0,0.35036496350364965,0.30434782608695654,34
NEW JERSEY NETS,240,42,83,5,18,25,31,10,36,30,4,5,18,25,2008-03-21,home,loss,114.0,DENVER NUGGETS,125.0,0.336,0.21739130434782608,46
MEMPHIS GRIZZLIES,240,41,79,13,27,25,29,7,37,17,5,3,14,13,2008-03-21,away,win,120.0,NEW YORK KNICKS,106.0,0.3416666666666667,0.325,44
NEW YORK KNICKS,240,40,91,6,19,20,24,10,29,21,11,2,7,22,2008-03-21,home,loss,106.0,MEMPHIS GRIZZLIES,120.0,0.3053435114503817,0.24,39
PHILADELPHIA 76ERS,240,38,86,4,13,15,25,16,22,20,11,3,13,24,2008-03-21,away,loss,95.0,ORLANDO MAGIC,113.0,0.3064516129032258,0.23529411764705882,38
ORLANDO MAGIC,240,41,77,14,23,17,18,12,32,26,3,3,21,22,2008-03-21,home,win,113.0,PHILADELPHIA 76ERS,95.0,0.3474576271186441,0.3783783783783784,44
LOS ANGELES CLIPPERS,240,41,73,8,13,12,16,8,20,26,8,2,15,23,2008-03-21,away,loss,102.0,PORTLAND TRAIL BLAZERS,107.0,0.35964912280701755,0.38095238095238093,28
PORTLAND TRAIL BLAZERS,240,42,76,9,18,14,18,10,24,28,5,5,13,19,2008-03-21,home,win,107.0,LOS ANGELES CLIPPERS,102.0,0.3559322033898305,0.3333333333333333,34
SACRAMENTO KINGS,240,29,75,5,14,26,32,12,27,11,4,3,11,21,2008-03-21,away,loss,89.0,SAN ANTONIO SPURS,102.0,0.27884615384615385,0.2631578947368421,39
SAN ANTONIO SPURS,240,38,77,7,12,19,23,9,29,27,3,6,7,19,2008-03-21,home,win,102.0,SACRAMENTO KINGS,89.0,0.33043478260869563,0.3684210526315789,38
