team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CHICAGO BULLS,240,30,87,3,13,21,28,14,26,22,3,6,10,21,2008-01-13,away,loss,84.0,ATLANTA HAWKS,105.0,0.2564102564102564,0.1875,40
ATLANTA HAWKS,240,39,84,5,8,22,25,17,37,23,8,12,16,28,2008-01-13,home,win,105.0,CHICAGO BULLS,84.0,0.3170731707317073,0.38461538461538464,54
INDIANA PACERS,240,37,77,8,22,19,24,4,39,28,9,10,23,22,2008-01-13,away,loss,101.0,GOLDEN STATE WARRIORS,106.0,0.32456140350877194,0.26666666666666666,43
GOLDEN STATE WARRIORS,240,41,98,8,33,16,28,16,34,21,13,2,14,21,2008-01-13,home,win,106.0,INDIANA PACERS,101.0,0.2949640287769784,0.1951219512195122,50
NEW ORLEANS HORNETS,240,36,85,5,11,10,11,11,27,16,10,2,11,18,2008-01-13,away,win,87.0,HOUSTON ROCKETS,82.0,0.2975206611570248,0.3125,38
HOUSTON ROCKETS,240,31,73,4,18,16,22,8,31,17,6,5,16,17,2008-01-13,home,loss,82.0,NEW ORLEANS HORNETS,87.0,0.2980769230769231,0.18181818181818182,39
MEMPHIS GRIZZLIES,240,41,96,10,25,7,11,16,34,28,7,7,14,21,2008-01-13,away,loss,99.0,LOS ANGELES LAKERS,100.0,0.29927007299270075,0.2857142857142857,50
LOS ANGELES LAKERS,240,36,83,8,25,20,28,10,34,20,11,5,11,15,2008-01-13,home,win,100.0,MEMPHIS GRIZZLIES,99.0,0.3025210084033613,0.24242424242424243,44
DETROIT PISTONS,240,23,75,2,15,17,22,12,31,9,3,2,11,16,2008-01-13,away,loss,65.0,NEW YORK KNICKS,89.0,0.23469387755102042,0.11764705882352941,43
NEW YORK KNICKS,240,34,72,5,20,16,27,7,33,21,6,2,6,17,2008-01-13,home,win,89.0,DETROIT PISTONS,65.0,0.32075471698113206,0.2,40
PORTLAND TRAIL BLAZERS,290,44,107,8,21,13,14,16,36,24,4,3,9,23,2008-01-13,away,loss,109.0,TORONTO RAPTORS,116.0,0.2913907284768212,0.27586206896551724,52
TORONTO RAPTORS,290,45,93,8,20,18,23,7,37,25,4,6,8,22,2008-01-13,home,win,116.0,PORTLAND TRAIL BLAZERS,109.0,0.32608695652173914,0.2857142857142857,44
