team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
NEW JERSEY NETS,240,31,71,8,19,24,30,4,32,28,7,4,14,20,2008-04-16,away,loss,94.0,BOSTON CELTICS,105.0,0.30392156862745096,0.2962962962962963,36
BOSTON CELTICS,240,37,82,8,15,23,30,12,32,22,10,6,13,24,2008-04-16,home,win,105.0,NEW JERSEY NETS,94.0,0.31092436974789917,0.34782608695652173,44
PHILADELPHIA 76ERS,240,45,95,10,21,9,14,19,24,25,10,1,7,23,2008-04-16,away,loss,109.0,CHARLOTTE BOBCATS,115.0,0.32142857142857145,0.3225806451612903,43
CHARLOTTE BOBCATS,240,45,79,6,17,19,24,11,24,34,5,11,11,18,2008-04-16,home,win,115.0,PHILADELPHIA 76ERS,109.0,0.3629032258064516,0.2608695652173913,35
TORONTO RAPTORS,240,39,90,6,14,13,17,11,26,21,11,4,13,26,2008-04-16,away,loss,97.0,CHICAGO BULLS,107.0,0.3023255813953488,0.3,37
CHICAGO BULLS,240,39,81,1,15,28,33,15,35,26,8,6,16,15,2008-04-16,home,win,107.0,TORONTO RAPTORS,97.0,0.325,0.0625,50
DETROIT PISTONS,240,32,83,5,14,15,18,16,34,21,3,7,10,22,2008-04-16,away,win,84.0,CLEVELAND CAVALIERS,74.0,0.2782608695652174,0.2631578947368421,50
CLEVELAND CAVALIERS,240,26,79,0,9,22,32,18,32,13,7,2,8,13,2008-04-16,home,loss,74.0,DETROIT PISTONS,84.0,0.24761904761904763,0.0,50
NEW ORLEANS HORNETS,240,38,83,5,13,17,23,13,30,18,6,10,9,25,2008-04-16,away,loss,98.0,DALLAS MAVERICKS,111.0,0.3140495867768595,0.2777777777777778,43
DALLAS MAVERICKS,240,39,89,10,27,23,25,14,31,21,3,2,6,17,2008-04-16,home,win,111.0,NEW ORLEANS HORNETS,98.0,0.3046875,0.2702702702702703,45
MEMPHIS GRIZZLIES,240,43,103,12,36,13,16,6,41,31,6,5,12,24,2008-04-16,away,loss,111.0,DENVER NUGGETS,120.0,0.2945205479452055,0.25,47
DENVER NUGGETS,240,44,95,7,26,25,32,7,46,27,6,8,14,19,2008-04-16,home,win,120.0,MEMPHIS GRIZZLIES,111.0,0.31654676258992803,0.21212121212121213,53
SEATTLE SUPERSONICS,240,52,94,5,10,17,22,12,43,32,8,5,13,16,2008-04-16,away,win,126.0,GOLDEN STATE WARRIORS,121.0,0.3561643835616438,0.3333333333333333,55
GOLDEN STATE WARRIORS,240,47,110,15,45,12,16,21,29,24,6,6,12,16,2008-04-16,home,loss,121.0,SEATTLE SUPERSONICS,126.0,0.29936305732484075,0.25,50
LOS ANGELES CLIPPERS,240,28,75,3,8,16,17,11,34,12,2,5,14,16,2008-04-16,away,loss,75.0,HOUSTON ROCKETS,93.0,0.27184466019417475,0.2727272727272727,45
HOUSTON ROCKETS,240,38,92,8,28,9,14,15,32,25,8,3,5,14,2008-04-16,home,win,93.0,LOS ANGELES CLIPPERS,75.0,0.2923076923076923,0.2222222222222222,47
NEW YORK KNICKS,240,42,103,9,27,30,34,14,31,21,11,5,12,26,2008-04-16,away,loss,123.0,INDIANA PACERS,132.0,0.2896551724137931,0.25,45
INDIANA PACERS,240,44,87,11,19,33,39,10,38,30,6,9,18,19,2008-04-16,home,win,132.0,NEW YORK KNICKS,123.0,0.33587786259541985,0.36666666666666664,48
ATLANTA HAWKS,240,37,78,3,11,22,29,9,35,20,7,6,13,14,2008-04-16,away,loss,99.0,MIAMI HEAT,113.0,0.3217391304347826,0.21428571428571427,44
MIAMI HEAT,240,44,92,14,37,11,15,10,27,30,8,5,8,25,2008-04-16,home,win,113.0,ATLANTA HAWKS,99.0,0.3235294117647059,0.27450980392156865,37
MILWAUKEE BUCKS,265,42,94,3,13,14,18,13,41,26,5,5,17,21,2008-04-16,away,loss,101.0,MINNESOTA TIMBERWOLVES,110.0,0.3088235294117647,0.1875,54
MINNESOTA TIMBERWOLVES,265,41,99,8,19,20,27,14,37,21,8,4,9,21,2008-04-16,home,win,110.0,MILWAUKEE BUCKS,101.0,0.29285714285714287,0.2962962962962963,51
WASHINGTON WIZARDS,240,36,76,4,16,7,13,11,30,20,4,1,12,15,2008-04-16,away,loss,83.0,ORLANDO MAGIC,103.0,0.32142857142857145,0.2,41
ORLANDO MAGIC,240,41,88,12,30,9,16,16,27,29,6,2,7,11,2008-04-16,home,win,103.0,WASHINGTON WIZARDS,83.0,0.3178294573643411,0.2857142857142857,43
PORTLAND TRAIL BLAZERS,240,36,90,7,22,12,19,9,27,14,7,5,4,19,2008-04-16,away,loss,91.0,PHOENIX SUNS,100.0,0.2857142857142857,0.2413793103448276,36
PHOENIX SUNS,240,36,76,6,15,22,27,10,47,28,3,3,12,17,2008-04-16,home,win,100.0,PORTLAND TRAIL BLAZERS,91.0,0.32142857142857145,0.2857142857142857,57
UTAH JAZZ,240,31,81,2,12,16,19,10,26,19,6,2,14,19,2008-04-16,away,loss,80.0,SAN ANTONIO SPURS,109.0,0.2767857142857143,0.14285714285714285,36
SAN ANTONIO SPURS,240,41,69,8,16,19,26,5,34,25,9,4,13,19,2008-04-16,home,win,109.0,UTAH JAZZ,80.0,0.37272727272727274,0.3333333333333333,39
