team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CLEVELAND CAVALIERS,240,28,73,5,17,24,34,12,36,17,10,3,22,22,2010-05-13,away,loss,85.0,BOSTON CELTICS,94.0,0.27722772277227725,0.22727272727272727,48
BOSTON CELTICS,240,34,77,5,17,21,33,5,32,24,13,5,13,26,2010-05-13,home,win,94.0,CLEVELAND CAVALIERS,85.0,0.3063063063063063,0.22727272727272727,37
