team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
NEW ORLEANS HORNETS,240,34,81,13,28,6,8,5,28,22,8,4,16,24,2009-11-01,away,loss,87.0,BOSTON CELTICS,97.0,0.2956521739130435,0.3170731707317073,33
BOSTON CELTICS,240,41,76,6,15,9,14,4,32,27,6,2,15,17,2009-11-01,home,win,97.0,NEW ORLEANS HORNETS,87.0,0.3504273504273504,0.2857142857142857,36
MEMPHIS GRIZZLIES,240,48,83,8,18,19,29,8,31,27,7,8,20,33,2009-11-01,away,loss,123.0,DENVER NUGGETS,133.0,0.366412213740458,0.3076923076923077,39
DENVER NUGGETS,240,47,85,9,17,30,37,9,22,36,9,6,12,23,2009-11-01,home,win,133.0,MEMPHIS GRIZZLIES,123.0,0.3560606060606061,0.34615384615384615,31
ATLANTA HAWKS,240,40,89,7,23,23,26,14,26,21,8,3,19,21,2009-11-01,away,loss,110.0,LOS ANGELES LAKERS,118.0,0.31007751937984496,0.23333333333333334,40
LOS ANGELES LAKERS,240,46,87,5,15,21,25,11,31,26,14,6,15,20,2009-11-01,home,win,118.0,ATLANTA HAWKS,110.0,0.3458646616541353,0.25,42
CHICAGO BULLS,240,36,88,2,12,13,17,13,27,13,8,5,13,17,2009-11-01,away,loss,87.0,MIAMI HEAT,95.0,0.2903225806451613,0.14285714285714285,40
MIAMI HEAT,240,35,72,4,15,21,25,8,32,15,6,8,18,15,2009-11-01,home,win,95.0,CHICAGO BULLS,87.0,0.32710280373831774,0.21052631578947367,40
PORTLAND TRAIL BLAZERS,240,28,69,8,21,19,25,10,30,16,9,4,14,26,2009-11-01,away,win,83.0,OKLAHOMA CITY THUNDER,74.0,0.28865979381443296,0.27586206896551724,40
OKLAHOMA CITY THUNDER,240,24,70,3,14,23,32,14,25,6,5,7,16,25,2009-11-01,home,loss,74.0,PORTLAND TRAIL BLAZERS,83.0,0.2553191489361702,0.17647058823529413,39
MINNESOTA TIMBERWOLVES,240,45,97,5,11,17,23,16,30,24,11,1,10,24,2009-11-01,away,loss,112.0,PHOENIX SUNS,120.0,0.31690140845070425,0.3125,46
PHOENIX SUNS,240,41,82,14,26,24,30,12,30,22,6,5,16,17,2009-11-01,home,win,120.0,MINNESOTA TIMBERWOLVES,112.0,0.3333333333333333,0.35,42
ORLANDO MAGIC,240,36,82,17,32,36,41,14,23,24,11,5,9,23,2009-11-01,away,win,125.0,TORONTO RAPTORS,116.0,0.3050847457627119,0.3469387755102041,37
TORONTO RAPTORS,240,40,74,10,17,26,35,9,29,19,2,6,14,28,2009-11-01,home,loss,116.0,ORLANDO MAGIC,125.0,0.3508771929824561,0.37037037037037035,38
