team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
BOSTON CELTICS,240,44,80,8,15,24,34,9,32,25,6,4,10,28,2010-05-11,away,win,120.0,CLEVELAND CAVALIERS,88.0,0.3548387096774194,0.34782608695652173,41
CLEVELAND CAVALIERS,240,28,68,5,15,27,34,7,24,20,5,10,17,30,2010-05-11,home,loss,88.0,BOSTON CELTICS,120.0,0.2916666666666667,0.25,31
