team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CLEVELAND CAVALIERS,240,42,79,12,25,25,34,5,36,21,6,7,11,26,away,win,121.0,CHICAGO BULLS,98.0
CHICAGO BULLS,240,34,91,4,12,26,32,17,32,14,2,1,12,24,home,loss,98.0,CLEVELAND CAVALIERS,121.0
BOSTON CELTICS,240,34,69,8,21,16,27,4,31,19,10,4,16,22,away,loss,92.0,MIAMI HEAT,101.0
MIAMI HEAT,240,38,76,10,18,15,25,9,34,16,9,2,14,22,home,win,101.0,BOSTON CELTICS,92.0
DALLAS MAVERICKS,240,32,77,7,19,18,23,12,36,17,5,5,14,22,away,loss,89.0,SAN ANTONIO SPURS,92.0
SAN ANTONIO SPURS,240,34,75,6,17,18,28,10,33,19,8,4,12,20,home,win,92.0,DALLAS MAVERICKS,89.0
DENVER NUGGETS,240,37,84,6,16,26,35,18,27,13,12,4,18,34,away,loss,106.0,UTAH JAZZ,117.0
UTAH JAZZ,240,41,77,5,18,30,42,12,27,24,6,7,15,29,home,win,117.0,DENVER NUGGETS,106.0
