team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
OKLAHOMA CITY THUNDER,240,34,76,4,9,22,26,14,34,22,3,3,11,17,away,win,94.0,ATLANTA HAWKS,91.0
ATLANTA HAWKS,240,36,90,4,16,15,21,18,26,27,3,3,8,21,home,loss,91.0,OKLAHOMA CITY THUNDER,94.0
DALLAS MAVERICKS,240,39,68,4,7,17,24,4,31,28,3,7,14,16,away,win,99.0,BOSTON CELTICS,90.0
BOSTON CELTICS,240,39,77,4,13,8,16,5,27,26,8,4,12,19,home,loss,90.0,DALLAS MAVERICKS,99.0
SACRAMENTO KINGS,240,41,84,7,27,14,21,13,33,19,6,10,20,25,away,loss,103.0,CHARLOTTE BOBCATS,105.0
CHARLOTTE BOBCATS,240,39,83,5,16,22,33,11,23,19,9,3,10,23,home,win,105.0,SACRAMENTO KINGS,103.0
CHICAGO BULLS,240,35,96,5,10,22,33,15,38,19,8,4,13,26,away,loss,97.0,GOLDEN STATE WARRIORS,114.0
GOLDEN STATE WARRIORS,240,42,95,9,22,21,32,14,43,21,9,11,13,22,home,win,114.0,CHICAGO BULLS,97.0
MILWAUKEE BUCKS,265,41,92,9,25,7,11,13,37,20,4,9,15,24,away,loss,98.0,HOUSTON ROCKETS,101.0
HOUSTON ROCKETS,265,36,86,6,24,23,28,12,37,24,6,3,11,16,home,win,101.0,MILWAUKEE BUCKS,98.0
NEW JERSEY NETS,240,38,83,3,13,16,20,11,18,27,10,7,11,21,away,loss,95.0,LOS ANGELES CLIPPERS,106.0
LOS ANGELES CLIPPERS,240,40,72,3,12,23,29,9,28,32,6,8,17,18,home,win,106.0,NEW JERSEY NETS,95.0
ORLANDO MAGIC,240,36,82,11,33,9,15,9,36,23,2,5,12,24,away,loss,92.0,LOS ANGELES LAKERS,98.0
LOS ANGELES LAKERS,240,38,89,6,18,16,22,10,34,18,8,2,5,16,home,win,98.0,ORLANDO MAGIC,92.0
PHOENIX SUNS,240,47,96,10,29,14,19,15,31,24,9,8,16,22,away,loss,118.0,MEMPHIS GRIZZLIES,125.0
MEMPHIS GRIZZLIES,240,45,89,9,19,26,32,10,32,22,7,8,15,15,home,win,125.0,PHOENIX SUNS,118.0
PHILADELPHIA 76ERS,265,40,83,6,19,17,24,5,34,23,9,5,14,21,away,loss,103.0,MINNESOTA TIMBERWOLVES,108.0
MINNESOTA TIMBERWOLVES,265,41,88,7,12,19,22,12,31,20,8,2,16,21,home,win,108.0,PHILADELPHIA 76ERS,103.0
SAN ANTONIO SPURS,240,33,78,7,18,24,38,16,34,13,4,2,9,17,away,win,97.0,NEW ORLEANS HORNETS,90.0
NEW ORLEANS HORNETS,240,38,83,4,13,10,12,8,30,25,4,3,9,23,home,loss,90.0,SAN ANTONIO SPURS,97.0
DETROIT PISTONS,240,39,96,0,12,13,19,19,27,10,8,1,12,19,away,loss,91.0,NEW YORK KNICKS,99.0
NEW YORK KNICKS,240,36,73,10,22,17,22,7,32,21,4,6,18,20,home,win,99.0,DETROIT PISTONS,91.0
PORTLAND TRAIL BLAZERS,240,37,82,3,17,15,16,15,24,19,6,3,14,23,away,loss,92.0,WASHINGTON WIZARDS,97.0
WASHINGTON WIZARDS,240,35,68,2,8,25,28,9,24,17,3,2,13,15,home,win,97.0,PORTLAND TRAIL BLAZERS,92.0
