team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
BOSTON CELTICS,240,29,67,1,10,30,36,8,23,19,5,5,13,28,2010-06-03,away,loss,89.0,LOS ANGELES LAKERS,102.0,0.3020833333333333,0.09090909090909091,31
LOS ANGELES LAKERS,240,37,76,4,10,24,31,12,30,18,6,7,12,26,2010-06-03,home,win,102.0,BOSTON CELTICS,89.0,0.3274336283185841,0.2857142857142857,42
