team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
INDIANA PACERS,240,36,74,8,18,23,33,5,30,26,7,1,20,20,2010-03-12,away,loss,103.0,BOSTON CELTICS,122.0,0.32727272727272727,0.3076923076923077,35
BOSTON CELTICS,240,45,77,8,16,24,29,1,33,28,12,5,14,25,2010-03-12,home,win,122.0,INDIANA PACERS,103.0,0.36885245901639346,0.3333333333333333,34
LOS ANGELES CLIPPERS,240,42,73,9,19,5,9,7,23,22,8,7,23,17,2010-03-12,away,loss,98.0,CHARLOTTE BOBCATS,106.0,0.3652173913043478,0.32142857142857145,30
CHARLOTTE BOBCATS,240,45,83,3,11,13,17,10,26,29,12,0,16,14,2010-03-12,home,win,106.0,LOS ANGELES CLIPPERS,98.0,0.3515625,0.21428571428571427,36
WASHINGTON WIZARDS,240,33,74,4,11,17,22,9,26,23,4,2,17,19,2010-03-12,away,loss,87.0,DETROIT PISTONS,101.0,0.308411214953271,0.26666666666666666,35
DETROIT PISTONS,240,42,82,6,20,11,20,13,29,31,11,6,13,20,2010-03-12,home,win,101.0,WASHINGTON WIZARDS,87.0,0.3387096774193548,0.23076923076923078,42
NEW YORK KNICKS,240,40,88,7,24,25,29,13,28,20,5,4,11,24,2010-03-12,away,loss,112.0,MEMPHIS GRIZZLIES,119.0,0.3125,0.22580645161290322,41
MEMPHIS GRIZZLIES,240,42,87,5,18,30,33,13,34,18,5,4,12,22,2010-03-12,home,win,119.0,NEW YORK KNICKS,112.0,0.32558139534883723,0.21739130434782608,47
CHICAGO BULLS,240,38,78,7,23,12,17,8,29,15,5,3,16,25,2010-03-12,away,loss,95.0,MIAMI HEAT,108.0,0.3275862068965517,0.23333333333333334,37
MIAMI HEAT,240,36,73,12,21,24,32,8,31,21,3,6,15,19,2010-03-12,home,win,108.0,CHICAGO BULLS,95.0,0.3302752293577982,0.36363636363636365,39
UTAH JAZZ,240,35,84,0,10,17,23,14,35,18,4,5,16,22,2010-03-12,away,loss,87.0,MILWAUKEE BUCKS,95.0,0.29411764705882354,0.0,49
MILWAUKEE BUCKS,240,32,79,7,22,24,28,7,35,21,7,8,10,21,2010-03-12,home,win,95.0,UTAH JAZZ,87.0,0.2882882882882883,0.2413793103448276,42
SAN ANTONIO SPURS,240,42,85,5,22,14,18,11,37,24,9,6,10,20,2010-03-12,away,win,103.0,MINNESOTA TIMBERWOLVES,85.0,0.33070866141732286,0.18518518518518517,48
MINNESOTA TIMBERWOLVES,240,30,77,4,11,21,25,7,31,14,7,4,13,18,2010-03-12,home,loss,85.0,SAN ANTONIO SPURS,103.0,0.2803738317757009,0.26666666666666666,38
DENVER NUGGETS,240,37,79,3,22,25,28,10,39,23,9,1,19,16,2010-03-12,away,win,102.0,NEW ORLEANS HORNETS,95.0,0.31896551724137934,0.12,49
NEW ORLEANS HORNETS,240,37,89,4,17,17,21,9,27,23,12,1,12,18,2010-03-12,home,loss,95.0,DENVER NUGGETS,102.0,0.29365079365079366,0.19047619047619047,36
NEW JERSEY NETS,240,40,87,6,19,16,19,11,25,22,9,2,10,19,2010-03-12,away,loss,102.0,OKLAHOMA CITY THUNDER,104.0,0.31496062992125984,0.24,36
OKLAHOMA CITY THUNDER,240,40,77,5,11,19,23,11,36,23,7,4,17,17,2010-03-12,home,win,104.0,NEW JERSEY NETS,102.0,0.3418803418803419,0.3125,47
CLEVELAND CAVALIERS,240,38,75,10,31,14,23,9,27,26,6,3,11,16,2010-03-12,away,win,100.0,PHILADELPHIA 76ERS,95.0,0.336283185840708,0.24390243902439024,36
PHILADELPHIA 76ERS,240,42,88,2,15,9,16,14,30,20,8,1,9,20,2010-03-12,home,loss,95.0,CLEVELAND CAVALIERS,100.0,0.3230769230769231,0.11764705882352941,44
LOS ANGELES LAKERS,240,40,81,9,25,13,22,12,28,21,9,6,14,25,2010-03-12,away,win,102.0,PHOENIX SUNS,96.0,0.3305785123966942,0.2647058823529412,40
PHOENIX SUNS,240,34,80,6,21,22,27,14,29,18,6,5,12,13,2010-03-12,home,loss,96.0,LOS ANGELES LAKERS,102.0,0.2982456140350877,0.2222222222222222,43
PORTLAND TRAIL BLAZERS,240,38,74,5,9,29,32,11,24,15,7,3,9,21,2010-03-12,away,win,110.0,SACRAMENTO KINGS,94.0,0.3392857142857143,0.35714285714285715,35
SACRAMENTO KINGS,240,39,77,4,10,12,19,8,25,19,6,4,20,26,2010-03-12,home,loss,94.0,PORTLAND TRAIL BLAZERS,110.0,0.33620689655172414,0.2857142857142857,33
