team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MIAMI HEAT,240,40,78,6,23,10,15,4,25,23,7,4,11,26,2014-05-18,away,loss,96.0,INDIANA PACERS,107.0,0.3389830508474576,0.20689655172413793,29
INDIANA PACERS,240,35,68,8,19,29,37,7,31,23,4,3,12,15,2014-05-18,home,win,107.0,MIAMI HEAT,96.0,0.33980582524271846,0.2962962962962963,38
