team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CHICAGO BULLS,240,36,74,5,17,18,20,11,34,20,10,3,15,22,2013-12-25,away,win,95.0,BROOKLYN NETS,78.0,0.32727272727272727,0.22727272727272727,45
BROOKLYN NETS,240,25,71,5,17,23,31,13,26,11,7,5,16,19,2013-12-25,home,loss,78.0,CHICAGO BULLS,95.0,0.2604166666666667,0.22727272727272727,39
LOS ANGELES CLIPPERS,240,40,81,4,18,19,23,6,32,22,6,9,13,24,2013-12-25,away,loss,103.0,GOLDEN STATE WARRIORS,105.0,0.3305785123966942,0.18181818181818182,38
GOLDEN STATE WARRIORS,240,40,95,10,24,15,22,16,33,27,8,4,13,22,2013-12-25,home,win,105.0,LOS ANGELES CLIPPERS,103.0,0.2962962962962963,0.29411764705882354,49
MIAMI HEAT,240,41,80,9,27,10,17,7,36,29,9,2,12,20,2013-12-25,away,win,101.0,LOS ANGELES LAKERS,95.0,0.33884297520661155,0.25,43
LOS ANGELES LAKERS,240,33,79,14,36,15,26,12,35,15,8,4,17,19,2013-12-25,home,loss,95.0,MIAMI HEAT,101.0,0.29464285714285715,0.28,47
OKLAHOMA CITY THUNDER,240,45,84,13,24,20,26,8,38,32,8,3,10,21,2013-12-25,away,win,123.0,NEW YORK KNICKS,94.0,0.3488372093023256,0.35135135135135137,46
NEW YORK KNICKS,240,38,90,6,23,12,19,12,30,23,5,2,12,22,2013-12-25,home,loss,94.0,OKLAHOMA CITY THUNDER,123.0,0.296875,0.20689655172413793,42
HOUSTON ROCKETS,240,45,86,12,24,9,18,11,39,28,3,9,10,16,2013-12-25,away,win,111.0,SAN ANTONIO SPURS,98.0,0.3435114503816794,0.3333333333333333,50
SAN ANTONIO SPURS,240,37,91,5,20,19,23,14,32,18,6,9,9,13,2013-12-25,home,loss,98.0,HOUSTON ROCKETS,111.0,0.2890625,0.2,46
