team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
INDIANA PACERS,240,37,77,9,23,8,14,8,35,22,7,11,10,19,2014-04-26,away,win,91.0,ATLANTA HAWKS,88.0,0.32456140350877194,0.28125,43
ATLANTA HAWKS,240,30,84,11,31,17,17,9,32,22,8,4,12,18,2014-04-26,home,loss,88.0,INDIANA PACERS,91.0,0.2631578947368421,0.2619047619047619,41
MIAMI HEAT,240,36,83,9,18,17,20,6,33,26,8,7,6,25,2014-04-26,away,win,98.0,CHARLOTTE BOBCATS,85.0,0.3025210084033613,0.3333333333333333,39
CHARLOTTE BOBCATS,240,27,65,7,18,24,33,4,34,21,3,8,14,18,2014-04-26,home,loss,85.0,MIAMI HEAT,98.0,0.29347826086956524,0.28,38
SAN ANTONIO SPURS,240,44,81,6,18,14,17,10,26,26,14,4,14,20,2014-04-26,away,loss,108.0,DALLAS MAVERICKS,109.0,0.352,0.25,36
DALLAS MAVERICKS,240,42,82,9,23,16,19,10,25,25,4,6,16,19,2014-04-26,home,win,109.0,SAN ANTONIO SPURS,108.0,0.3387096774193548,0.28125,35
OKLAHOMA CITY THUNDER,265,33,90,8,28,18,20,20,38,14,8,11,21,22,2014-04-26,away,win,92.0,MEMPHIS GRIZZLIES,89.0,0.2682926829268293,0.2222222222222222,58
MEMPHIS GRIZZLIES,265,35,94,6,20,13,23,18,31,19,13,4,13,19,2014-04-26,home,loss,89.0,OKLAHOMA CITY THUNDER,92.0,0.2713178294573643,0.23076923076923078,49
