team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
BOSTON CELTICS,240,35,80,9,20,17,21,11,28,22,8,5,11,24,2013-11-25,away,win,96.0,CHARLOTTE BOBCATS,86.0,0.30434782608695654,0.3103448275862069,39
CHARLOTTE BOBCATS,240,33,74,3,9,17,20,9,28,17,2,3,16,15,2013-11-25,home,loss,86.0,BOSTON CELTICS,96.0,0.308411214953271,0.25,37
DENVER NUGGETS,240,41,75,8,20,20,28,10,32,23,10,2,13,24,2013-11-25,away,win,110.0,DALLAS MAVERICKS,96.0,0.35344827586206895,0.2857142857142857,42
DALLAS MAVERICKS,240,38,82,5,19,15,19,10,26,18,5,3,13,22,2013-11-25,home,loss,96.0,DENVER NUGGETS,110.0,0.31666666666666665,0.20833333333333334,36
MILWAUKEE BUCKS,240,33,73,6,19,22,26,10,29,23,5,4,18,20,2013-11-25,away,loss,94.0,DETROIT PISTONS,113.0,0.3113207547169811,0.24,39
DETROIT PISTONS,240,43,80,12,29,15,23,5,32,28,11,1,10,24,2013-11-25,home,win,113.0,MILWAUKEE BUCKS,94.0,0.34959349593495936,0.2926829268292683,37
MINNESOTA TIMBERWOLVES,240,29,88,3,19,23,28,14,32,15,9,1,19,18,2013-11-25,away,loss,84.0,INDIANA PACERS,98.0,0.24786324786324787,0.13636363636363635,46
INDIANA PACERS,240,40,80,8,15,10,17,7,38,19,13,5,20,24,2013-11-25,home,win,98.0,MINNESOTA TIMBERWOLVES,84.0,0.3333333333333333,0.34782608695652173,45
HOUSTON ROCKETS,240,34,69,6,24,19,27,11,32,12,7,6,18,20,2013-11-25,away,win,93.0,MEMPHIS GRIZZLIES,86.0,0.3300970873786408,0.2,43
MEMPHIS GRIZZLIES,240,34,82,4,13,14,18,14,21,22,12,7,15,22,2013-11-25,home,loss,86.0,HOUSTON ROCKETS,93.0,0.29310344827586204,0.23529411764705882,35
PHOENIX SUNS,240,33,83,8,32,18,24,14,31,17,10,1,15,18,2013-11-25,away,loss,92.0,MIAMI HEAT,107.0,0.28448275862068967,0.2,45
MIAMI HEAT,240,39,79,7,22,22,24,7,31,20,9,4,14,17,2013-11-25,home,win,107.0,PHOENIX SUNS,92.0,0.3305084745762712,0.2413793103448276,38
NEW YORK KNICKS,240,38,85,6,15,9,14,10,34,24,5,3,9,17,2013-11-25,away,loss,91.0,PORTLAND TRAIL BLAZERS,102.0,0.3089430894308943,0.2857142857142857,44
PORTLAND TRAIL BLAZERS,240,37,84,9,25,19,22,10,36,19,3,5,8,15,2013-11-25,home,win,102.0,NEW YORK KNICKS,91.0,0.30578512396694213,0.2647058823529412,46
NEW ORLEANS PELICANS,240,37,97,2,15,17,20,17,31,21,11,6,15,18,2013-11-25,away,loss,93.0,SAN ANTONIO SPURS,112.0,0.27611940298507465,0.11764705882352941,48
SAN ANTONIO SPURS,240,44,81,10,25,14,19,7,38,30,12,7,19,18,2013-11-25,home,win,112.0,NEW ORLEANS PELICANS,93.0,0.352,0.2857142857142857,45
CHICAGO BULLS,265,31,79,1,13,20,28,14,35,11,4,2,18,26,2013-11-25,away,loss,83.0,UTAH JAZZ,89.0,0.2818181818181818,0.07142857142857142,49
UTAH JAZZ,265,33,85,7,17,16,19,12,33,22,8,4,15,25,2013-11-25,home,win,89.0,CHICAGO BULLS,83.0,0.2796610169491525,0.2916666666666667,45
