team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
PHILADELPHIA 76ERS,240,38,88,7,23,17,19,6,35,22,15,7,20,27,2013-12-01,away,loss,100.0,DETROIT PISTONS,115.0,0.30158730158730157,0.23333333333333334,41
DETROIT PISTONS,240,41,89,10,28,23,39,16,41,26,12,7,23,20,2013-12-01,home,win,115.0,PHILADELPHIA 76ERS,100.0,0.3153846153846154,0.2631578947368421,57
INDIANA PACERS,240,39,89,8,26,19,26,17,33,25,5,4,16,25,2013-12-01,away,win,105.0,LOS ANGELES CLIPPERS,100.0,0.3046875,0.23529411764705882,50
LOS ANGELES CLIPPERS,240,36,82,4,15,24,31,12,29,19,8,2,11,23,2013-12-01,home,loss,100.0,INDIANA PACERS,105.0,0.3050847457627119,0.21052631578947367,41
PORTLAND TRAIL BLAZERS,240,38,87,9,23,29,34,15,37,28,6,1,12,19,2013-12-01,away,win,114.0,LOS ANGELES LAKERS,108.0,0.304,0.28125,52
LOS ANGELES LAKERS,240,40,87,10,28,18,23,9,32,25,8,7,9,21,2013-12-01,home,loss,108.0,PORTLAND TRAIL BLAZERS,114.0,0.31496062992125984,0.2631578947368421,41
CHARLOTTE BOBCATS,240,35,76,4,15,24,28,6,33,16,8,2,14,20,2013-12-01,away,loss,98.0,MIAMI HEAT,99.0,0.3153153153153153,0.21052631578947367,39
MIAMI HEAT,240,36,69,8,18,19,25,4,30,19,8,9,14,19,2013-12-01,home,win,99.0,CHARLOTTE BOBCATS,98.0,0.34285714285714286,0.3076923076923077,34
NEW ORLEANS PELICANS,240,38,77,10,21,17,23,9,23,22,10,1,12,19,2013-12-01,away,win,103.0,NEW YORK KNICKS,99.0,0.33043478260869563,0.3225806451612903,32
NEW YORK KNICKS,240,34,76,13,35,18,21,13,29,23,9,9,17,23,2013-12-01,home,loss,99.0,NEW ORLEANS PELICANS,103.0,0.3090909090909091,0.2708333333333333,42
MINNESOTA TIMBERWOLVES,240,37,89,9,29,20,26,15,31,22,12,2,12,14,2013-12-01,away,loss,103.0,OKLAHOMA CITY THUNDER,113.0,0.29365079365079366,0.23684210526315788,46
OKLAHOMA CITY THUNDER,240,49,87,9,19,6,9,8,35,26,8,10,15,22,2013-12-01,home,win,113.0,MINNESOTA TIMBERWOLVES,103.0,0.3602941176470588,0.32142857142857145,43
GOLDEN STATE WARRIORS,240,42,82,15,25,16,22,10,22,22,13,5,18,25,2013-12-01,away,win,115.0,SACRAMENTO KINGS,113.0,0.3387096774193548,0.375,32
SACRAMENTO KINGS,240,40,76,9,19,24,28,11,28,22,11,1,24,25,2013-12-01,home,loss,113.0,GOLDEN STATE WARRIORS,115.0,0.3448275862068966,0.32142857142857145,39
DENVER NUGGETS,240,44,87,10,23,14,19,14,33,29,10,6,15,22,2013-12-01,away,win,112.0,TORONTO RAPTORS,98.0,0.33587786259541985,0.30303030303030304,47
TORONTO RAPTORS,240,35,87,8,22,20,26,14,28,18,8,6,13,20,2013-12-01,home,loss,98.0,DENVER NUGGETS,112.0,0.28688524590163933,0.26666666666666666,42
