team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
SACRAMENTO KINGS,240,40,84,6,15,21,25,7,26,25,6,1,13,20,away,loss,107.0,ATLANTA HAWKS,124.0
ATLANTA HAWKS,240,47,81,15,25,15,18,9,35,38,7,6,16,21,home,win,124.0,SACRAMENTO KINGS,107.0
DETROIT PISTONS,240,41,88,10,27,15,20,13,23,22,14,4,16,18,away,win,107.0,BOSTON CELTICS,106.0
BOSTON CELTICS,240,40,81,6,18,20,22,8,33,22,8,1,18,20,home,loss,106.0,DETROIT PISTONS,107.0
WASHINGTON WIZARDS,240,38,88,12,20,25,30,19,32,19,9,6,16,22,away,win,113.0,BROOKLYN NETS,107.0
BROOKLYN NETS,240,39,74,9,21,20,24,5,26,28,8,5,14,24,home,loss,107.0,WASHINGTON WIZARDS,113.0
MEMPHIS GRIZZLIES,240,37,93,8,18,9,14,22,21,23,11,2,15,25,away,loss,91.0,DALLAS MAVERICKS,105.0
DALLAS MAVERICKS,240,40,73,5,15,20,23,11,31,25,11,10,15,16,home,win,105.0,MEMPHIS GRIZZLIES,91.0
CHICAGO BULLS,240,38,79,5,12,13,23,9,24,26,8,2,17,19,away,loss,94.0,HOUSTON ROCKETS,109.0
HOUSTON ROCKETS,240,44,82,8,22,13,16,9,28,23,8,5,13,22,home,win,109.0,CHICAGO BULLS,94.0
NEW ORLEANS PELICANS,240,37,93,7,20,14,20,18,37,26,6,1,11,22,away,loss,95.0,LOS ANGELES CLIPPERS,108.0
LOS ANGELES CLIPPERS,240,33,78,11,29,31,36,11,38,25,4,8,9,16,home,win,108.0,NEW ORLEANS PELICANS,95.0
INDIANA PACERS,240,32,73,5,14,25,28,6,30,13,9,2,14,21,away,loss,94.0,MIAMI HEAT,97.0
MIAMI HEAT,240,37,77,5,21,18,22,5,32,21,11,0,12,20,home,win,97.0,INDIANA PACERS,94.0
NEW YORK KNICKS,290,38,101,17,41,14,19,14,37,26,11,6,12,31,away,win,107.0,MILWAUKEE BUCKS,101.0
MILWAUKEE BUCKS,290,34,82,8,22,25,35,13,41,13,4,5,20,25,home,loss,101.0,NEW YORK KNICKS,107.0
PORTLAND TRAIL BLAZERS,240,40,94,14,40,15,19,10,35,19,5,4,13,27,away,loss,109.0,MINNESOTA TIMBERWOLVES,120.0
MINNESOTA TIMBERWOLVES,240,46,93,7,19,21,26,12,41,27,8,1,10,19,home,win,120.0,PORTLAND TRAIL BLAZERS,109.0
UTAH JAZZ,240,33,82,8,21,12,15,11,36,19,5,10,16,17,away,win,86.0,ORLANDO MAGIC,82.0
ORLANDO MAGIC,240,28,86,7,15,19,20,13,35,12,7,6,10,18,home,loss,82.0,UTAH JAZZ,86.0
SAN ANTONIO SPURS,240,41,87,7,18,19,24,14,32,23,10,4,18,17,away,win,108.0,PHOENIX SUNS,101.0
PHOENIX SUNS,240,38,82,7,15,18,24,13,29,16,8,7,19,24,home,loss,101.0,SAN ANTONIO SPURS,108.0
CHARLOTTE BOBCATS,265,37,81,8,15,22,34,7,33,18,7,1,20,24,away,win,104.0,TORONTO RAPTORS,102.0
TORONTO RAPTORS,265,41,96,6,26,14,20,16,34,22,10,4,15,28,home,loss,102.0,CHARLOTTE BOBCATS,104.0
