team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MILWAUKEE BUCKS,240,33,88,9,32,18,25,12,31,20,7,7,9,26,2013-12-27,away,loss,93.0,BROOKLYN NETS,104.0,0.2727272727272727,0.21951219512195122,43
BROOKLYN NETS,240,34,79,12,26,24,32,9,40,22,5,4,10,23,2013-12-27,home,win,104.0,MILWAUKEE BUCKS,93.0,0.3008849557522124,0.3157894736842105,49
OKLAHOMA CITY THUNDER,240,33,80,8,25,15,24,10,38,19,2,5,11,18,2013-12-27,away,win,89.0,CHARLOTTE BOBCATS,85.0,0.2920353982300885,0.24242424242424243,48
CHARLOTTE BOBCATS,240,30,80,9,23,16,20,9,34,20,5,5,8,18,2013-12-27,home,loss,85.0,OKLAHOMA CITY THUNDER,89.0,0.2727272727272727,0.28125,43
PHOENIX SUNS,240,32,89,4,23,18,23,16,25,12,9,4,17,22,2013-12-27,away,loss,86.0,GOLDEN STATE WARRIORS,115.0,0.2644628099173554,0.14814814814814814,41
GOLDEN STATE WARRIORS,240,45,85,8,20,17,24,15,41,32,9,4,21,25,2013-12-27,home,win,115.0,PHOENIX SUNS,86.0,0.34615384615384615,0.2857142857142857,56
WASHINGTON WIZARDS,240,38,83,8,21,14,17,9,26,18,3,1,12,25,2013-12-27,away,loss,98.0,MINNESOTA TIMBERWOLVES,120.0,0.3140495867768595,0.27586206896551724,35
MINNESOTA TIMBERWOLVES,240,42,85,5,15,31,38,14,30,20,10,2,4,12,2013-12-27,home,win,120.0,WASHINGTON WIZARDS,98.0,0.33070866141732286,0.25,44
DENVER NUGGETS,240,33,82,6,23,17,24,11,31,19,10,4,17,15,2013-12-27,away,loss,89.0,NEW ORLEANS PELICANS,105.0,0.28695652173913044,0.20689655172413793,42
NEW ORLEANS PELICANS,240,42,89,11,24,10,15,15,38,28,10,8,16,21,2013-12-27,home,win,105.0,DENVER NUGGETS,89.0,0.32061068702290074,0.3142857142857143,53
TORONTO RAPTORS,240,31,73,10,28,23,33,15,35,21,6,4,16,20,2013-12-27,away,win,95.0,NEW YORK KNICKS,83.0,0.2980769230769231,0.2631578947368421,50
NEW YORK KNICKS,240,30,79,10,19,13,21,13,29,19,11,5,16,29,2013-12-27,home,loss,83.0,TORONTO RAPTORS,95.0,0.27522935779816515,0.3448275862068966,42
DETROIT PISTONS,240,39,95,5,18,9,18,19,29,16,6,5,15,22,2013-12-27,away,loss,92.0,ORLANDO MAGIC,109.0,0.291044776119403,0.21739130434782608,48
ORLANDO MAGIC,240,45,85,4,14,15,23,12,37,26,10,2,13,19,2013-12-27,home,win,109.0,DETROIT PISTONS,92.0,0.34615384615384615,0.2222222222222222,49
MIAMI HEAT,265,38,86,11,32,16,21,4,31,23,9,5,16,23,2013-12-27,away,loss,103.0,SACRAMENTO KINGS,108.0,0.3064516129032258,0.2558139534883721,35
SACRAMENTO KINGS,265,41,83,5,20,21,25,10,41,23,5,4,22,21,2013-12-27,home,win,108.0,MIAMI HEAT,103.0,0.33064516129032256,0.2,51
LOS ANGELES LAKERS,240,40,80,7,23,16,23,8,29,16,8,4,14,19,2013-12-27,away,loss,103.0,UTAH JAZZ,105.0,0.3333333333333333,0.23333333333333334,37
UTAH JAZZ,240,40,88,9,23,16,20,11,32,25,9,3,15,18,2013-12-27,home,win,105.0,LOS ANGELES LAKERS,103.0,0.3125,0.28125,43
