team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
SAN ANTONIO SPURS,240,33,83,9,27,17,22,11,30,17,4,2,13,22,away,loss,92.0,OKLAHOMA CITY THUNDER,105.0
OKLAHOMA CITY THUNDER,240,37,76,7,16,24,31,5,37,22,12,8,7,20,home,win,105.0,SAN ANTONIO SPURS,92.0
