team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
BROOKLYN NETS,240,40,88,10,43,27,31,5,35,30,10,9,15,30,2019-11-16,away,win,117.0,CHICAGO BULLS,111.0,0.3125,0.18867924528301888,40
CHICAGO BULLS,240,32,91,9,39,38,41,17,39,15,8,2,19,30,2019-11-16,home,loss,111.0,BROOKLYN NETS,117.0,0.2601626016260163,0.1875,56
TORONTO RAPTORS,240,37,89,17,41,11,15,7,35,21,7,2,14,20,2019-11-16,away,loss,102.0,DALLAS MAVERICKS,110.0,0.29365079365079366,0.29310344827586204,42
DALLAS MAVERICKS,240,37,88,9,39,27,33,12,43,24,7,4,12,15,2019-11-16,home,win,110.0,TORONTO RAPTORS,102.0,0.296,0.1875,55
MILWAUKEE BUCKS,240,43,96,11,39,5,7,8,47,23,6,8,14,13,2019-11-16,away,win,102.0,INDIANA PACERS,83.0,0.30935251798561153,0.22,55
INDIANA PACERS,240,32,100,12,34,7,9,14,40,19,8,7,13,10,2019-11-16,home,loss,83.0,MILWAUKEE BUCKS,102.0,0.24242424242424243,0.2608695652173913,54
ATLANTA HAWKS,240,34,90,6,24,27,37,14,24,19,11,10,19,27,2019-11-16,away,loss,101.0,LOS ANGELES CLIPPERS,150.0,0.27419354838709675,0.2,38
LOS ANGELES CLIPPERS,240,50,93,17,33,33,35,12,41,30,10,12,19,28,2019-11-16,home,win,150.0,ATLANTA HAWKS,101.0,0.34965034965034963,0.34,53
NEW ORLEANS PELICANS,240,37,82,16,35,4,6,7,24,23,10,2,18,16,2019-11-16,away,loss,94.0,MIAMI HEAT,109.0,0.31092436974789917,0.3137254901960784,31
MIAMI HEAT,240,44,81,9,24,12,13,9,36,25,13,3,20,6,2019-11-16,home,win,109.0,NEW ORLEANS PELICANS,94.0,0.352,0.2727272727272727,45
HOUSTON ROCKETS,240,43,94,19,49,20,22,14,28,15,7,3,12,18,2019-11-16,away,win,125.0,MINNESOTA TIMBERWOLVES,105.0,0.31386861313868614,0.27941176470588236,42
MINNESOTA TIMBERWOLVES,240,38,84,12,38,17,23,13,33,23,7,5,18,20,2019-11-16,home,loss,105.0,HOUSTON ROCKETS,125.0,0.3114754098360656,0.24,46
CHARLOTTE HORNETS,240,36,87,17,48,14,19,12,30,22,5,3,10,18,2019-11-16,away,win,103.0,NEW YORK KNICKS,102.0,0.2926829268292683,0.26153846153846155,42
NEW YORK KNICKS,240,39,86,6,20,18,23,13,35,22,5,1,11,21,2019-11-16,home,loss,102.0,CHARLOTTE HORNETS,103.0,0.312,0.23076923076923078,48
PORTLAND TRAIL BLAZERS,240,42,93,13,39,24,26,9,39,21,2,4,12,20,2019-11-16,away,win,121.0,SAN ANTONIO SPURS,116.0,0.3111111111111111,0.25,48
SAN ANTONIO SPURS,240,41,88,5,18,29,34,7,36,25,8,7,10,17,2019-11-16,home,loss,116.0,PORTLAND TRAIL BLAZERS,121.0,0.3178294573643411,0.21739130434782608,43
